"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","80","0","144","224"
"Janssen Vaccines & Prevention B.V","free state","Adults","27","0","63","90"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","541","0","457","998"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","207","0","214","421"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","59","0","166","225"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","111","0","112","223"
"Janssen Vaccines & Prevention B.V","north west","Adults","174","0","357","531"
"Janssen Vaccines & Prevention B.V","western cape","Adults","64","0","65","129"
"Pfizer","eastern cape","12-17 Years","125","40","0","165"
"Pfizer","eastern cape","Adults","79","92","292","463"
"Pfizer","free state","12-17 Years","27","32","0","59"
"Pfizer","free state","Adults","44","37","125","206"
"Pfizer","gauteng","12-17 Years","251","254","0","505"
"Pfizer","gauteng","Adults","582","715","1772","3069"
"Pfizer","kwazulu-natal","12-17 Years","240","184","0","424"
"Pfizer","kwazulu-natal","Adults","197","305","676","1178"
"Pfizer","limpopo","12-17 Years","200","55","0","255"
"Pfizer","limpopo","Adults","105","78","156","339"
"Pfizer","mpumalanga","12-17 Years","47","30","0","77"
"Pfizer","mpumalanga","Adults","49","54","78","181"
"Pfizer","northern cape","12-17 Years","1","4","0","5"
"Pfizer","northern cape","Adults","15","15","15","45"
"Pfizer","north west","12-17 Years","58","123","0","181"
"Pfizer","north west","Adults","69","123","217","409"
"Pfizer","western cape","12-17 Years","44","83","0","127"
"Pfizer","western cape","Adults","51","137","610","798"
