"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","80"
"Janssen Vaccines & Prevention B.V","free state","Adults","27"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","541"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","207"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","59"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","111"
"Janssen Vaccines & Prevention B.V","north west","Adults","174"
"Janssen Vaccines & Prevention B.V","western cape","Adults","64"
"Pfizer","eastern cape","12-17 Years","40"
"Pfizer","eastern cape","Adults","93"
"Pfizer","free state","12-17 Years","32"
"Pfizer","free state","Adults","37"
"Pfizer","gauteng","12-17 Years","254"
"Pfizer","gauteng","Adults","715"
"Pfizer","kwazulu-natal","12-17 Years","184"
"Pfizer","kwazulu-natal","Adults","305"
"Pfizer","limpopo","12-17 Years","55"
"Pfizer","limpopo","Adults","78"
"Pfizer","mpumalanga","12-17 Years","30"
"Pfizer","mpumalanga","Adults","54"
"Pfizer","northern cape","12-17 Years","4"
"Pfizer","northern cape","Adults","15"
"Pfizer","north west","12-17 Years","123"
"Pfizer","north west","Adults","123"
"Pfizer","western cape","12-17 Years","83"
"Pfizer","western cape","Adults","137"
