"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","55","0","72","127"
"Janssen Vaccines & Prevention B.V","free state","Adults","39","0","84","123"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","402","0","381","783"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","203","0","221","424"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","69","0","110","179"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","104","0","72","176"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4","0","3","7"
"Janssen Vaccines & Prevention B.V","north west","Adults","197","0","300","497"
"Janssen Vaccines & Prevention B.V","western cape","Adults","40","0","58","98"
"Pfizer","eastern cape","12-17 Years","99","97","0","196"
"Pfizer","eastern cape","Adults","51","77","226","354"
"Pfizer","free state","12-17 Years","33","34","0","67"
"Pfizer","free state","Adults","42","56","168","266"
"Pfizer","gauteng","12-17 Years","228","333","0","561"
"Pfizer","gauteng","Adults","592","817","1912","3321"
"Pfizer","kwazulu-natal","12-17 Years","188","196","0","384"
"Pfizer","kwazulu-natal","Adults","255","371","752","1378"
"Pfizer","limpopo","12-17 Years","100","75","0","175"
"Pfizer","limpopo","Adults","91","94","137","322"
"Pfizer","mpumalanga","12-17 Years","45","35","0","80"
"Pfizer","mpumalanga","Adults","42","59","128","229"
"Pfizer","northern cape","12-17 Years","57","3","0","60"
"Pfizer","northern cape","Adults","13","14","27","54"
"Pfizer","north west","12-17 Years","124","80","0","204"
"Pfizer","north west","Adults","75","123","250","448"
"Pfizer","western cape","12-17 Years","49","89","0","138"
"Pfizer","western cape","Adults","90","155","600","845"
