"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","55"
"Janssen Vaccines & Prevention B.V","free state","Adults","39"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","402"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","203"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","69"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","104"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4"
"Janssen Vaccines & Prevention B.V","north west","Adults","197"
"Janssen Vaccines & Prevention B.V","western cape","Adults","40"
"Pfizer","eastern cape","12-17 Years","97"
"Pfizer","eastern cape","Adults","77"
"Pfizer","free state","12-17 Years","34"
"Pfizer","free state","Adults","56"
"Pfizer","gauteng","12-17 Years","333"
"Pfizer","gauteng","Adults","817"
"Pfizer","kwazulu-natal","12-17 Years","196"
"Pfizer","kwazulu-natal","Adults","372"
"Pfizer","limpopo","12-17 Years","75"
"Pfizer","limpopo","Adults","94"
"Pfizer","mpumalanga","12-17 Years","35"
"Pfizer","mpumalanga","Adults","59"
"Pfizer","northern cape","12-17 Years","3"
"Pfizer","northern cape","Adults","14"
"Pfizer","north west","12-17 Years","80"
"Pfizer","north west","Adults","123"
"Pfizer","western cape","12-17 Years","89"
"Pfizer","western cape","Adults","155"
