"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","127"
"Janssen Vaccines & Prevention B.V","free state","Adults","16"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","394"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","141"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","125"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","101"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","35"
"Janssen Vaccines & Prevention B.V","north west","Adults","95"
"Janssen Vaccines & Prevention B.V","western cape","Adults","121"
"Pfizer","eastern cape","12-17 Years","425"
"Pfizer","eastern cape","Adults","312"
"Pfizer","free state","12-17 Years","24"
"Pfizer","free state","Adults","49"
"Pfizer","gauteng","12-17 Years","35"
"Pfizer","gauteng","Adults","306"
"Pfizer","kwazulu-natal","12-17 Years","63"
"Pfizer","kwazulu-natal","Adults","201"
"Pfizer","limpopo","12-17 Years","43"
"Pfizer","limpopo","Adults","162"
"Pfizer","mpumalanga","12-17 Years","60"
"Pfizer","mpumalanga","Adults","101"
"Pfizer","northern cape","12-17 Years","4"
"Pfizer","northern cape","Adults","36"
"Pfizer","north west","12-17 Years","51"
"Pfizer","north west","Adults","82"
"Pfizer","western cape","12-17 Years","7"
"Pfizer","western cape","Adults","113"
