"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","127","0","215","342"
"Janssen Vaccines & Prevention B.V","free state","Adults","16","0","63","79"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","394","0","237","631"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","141","0","132","273"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","125","0","136","261"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","101","0","121","222"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","35","0","30","65"
"Janssen Vaccines & Prevention B.V","north west","Adults","95","0","119","214"
"Janssen Vaccines & Prevention B.V","western cape","Adults","121","0","82","203"
"Pfizer","eastern cape","12-17 Years","463","425","0","888"
"Pfizer","eastern cape","Adults","270","312","405","987"
"Pfizer","free state","12-17 Years","2","24","0","26"
"Pfizer","free state","Adults","32","49","99","180"
"Pfizer","gauteng","12-17 Years","24","35","0","59"
"Pfizer","gauteng","Adults","316","306","371","993"
"Pfizer","kwazulu-natal","12-17 Years","19","63","0","82"
"Pfizer","kwazulu-natal","Adults","157","201","129","487"
"Pfizer","limpopo","12-17 Years","191","43","0","234"
"Pfizer","limpopo","Adults","153","162","145","460"
"Pfizer","mpumalanga","12-17 Years","118","60","0","178"
"Pfizer","mpumalanga","Adults","44","101","57","202"
"Pfizer","northern cape","12-17 Years","34","4","0","38"
"Pfizer","northern cape","Adults","37","36","35","108"
"Pfizer","north west","12-17 Years","35","51","0","86"
"Pfizer","north west","Adults","49","82","100","231"
"Pfizer","western cape","12-17 Years","24","7","0","31"
"Pfizer","western cape","Adults","117","113","150","380"
