"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","59","0","98","157"
"Janssen Vaccines & Prevention B.V","free state","Adults","21","0","63","84"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","313","0","133","446"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","141","0","114","255"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","99","0","134","233"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","137","0","119","256"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","46","0","31","77"
"Janssen Vaccines & Prevention B.V","north west","Adults","69","0","98","167"
"Janssen Vaccines & Prevention B.V","western cape","Adults","72","0","40","112"
"Pfizer","eastern cape","12-17 Years","492","379","0","871"
"Pfizer","eastern cape","Adults","133","249","288","670"
"Pfizer","free state","12-17 Years","20","53","0","73"
"Pfizer","free state","Adults","43","74","128","245"
"Pfizer","gauteng","12-17 Years","51","82","0","133"
"Pfizer","gauteng","Adults","215","232","199","646"
"Pfizer","kwazulu-natal","12-17 Years","40","53","0","93"
"Pfizer","kwazulu-natal","Adults","138","140","129","407"
"Pfizer","limpopo","12-17 Years","96","100","0","196"
"Pfizer","limpopo","Adults","81","80","74","235"
"Pfizer","mpumalanga","12-17 Years","96","116","0","212"
"Pfizer","mpumalanga","Adults","96","119","42","257"
"Pfizer","northern cape","12-17 Years","18","51","0","69"
"Pfizer","northern cape","Adults","33","28","23","84"
"Pfizer","north west","12-17 Years","14","6","0","20"
"Pfizer","north west","Adults","27","43","56","126"
"Pfizer","western cape","12-17 Years","16","65","0","81"
"Pfizer","western cape","Adults","89","107","124","320"
