"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","59"
"Janssen Vaccines & Prevention B.V","free state","Adults","21"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","313"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","141"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","99"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","137"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","46"
"Janssen Vaccines & Prevention B.V","north west","Adults","69"
"Janssen Vaccines & Prevention B.V","western cape","Adults","72"
"Pfizer","eastern cape","12-17 Years","379"
"Pfizer","eastern cape","Adults","249"
"Pfizer","free state","12-17 Years","53"
"Pfizer","free state","Adults","74"
"Pfizer","gauteng","12-17 Years","82"
"Pfizer","gauteng","Adults","232"
"Pfizer","kwazulu-natal","12-17 Years","53"
"Pfizer","kwazulu-natal","Adults","140"
"Pfizer","limpopo","12-17 Years","100"
"Pfizer","limpopo","Adults","80"
"Pfizer","mpumalanga","12-17 Years","116"
"Pfizer","mpumalanga","Adults","119"
"Pfizer","northern cape","12-17 Years","51"
"Pfizer","northern cape","Adults","28"
"Pfizer","north west","12-17 Years","6"
"Pfizer","north west","Adults","43"
"Pfizer","western cape","12-17 Years","65"
"Pfizer","western cape","Adults","107"
