"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","91","0","133","224"
"Janssen Vaccines & Prevention B.V","free state","Adults","31","0","108","139"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","296","0","166","462"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","119","0","165","284"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","105","0","217","322"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","154","0","131","285"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","9","0","6","15"
"Janssen Vaccines & Prevention B.V","north west","Adults","57","0","78","135"
"Janssen Vaccines & Prevention B.V","western cape","Adults","57","0","87","144"
"Pfizer","eastern cape","12-17 Years","380","447","0","827"
"Pfizer","eastern cape","Adults","219","313","392","924"
"Pfizer","free state","12-17 Years","38","87","0","125"
"Pfizer","free state","Adults","52","122","151","325"
"Pfizer","gauteng","12-17 Years","61","73","0","134"
"Pfizer","gauteng","Adults","281","280","303","864"
"Pfizer","kwazulu-natal","12-17 Years","70","164","0","234"
"Pfizer","kwazulu-natal","Adults","156","208","192","556"
"Pfizer","limpopo","12-17 Years","265","254","0","519"
"Pfizer","limpopo","Adults","81","111","124","316"
"Pfizer","mpumalanga","12-17 Years","129","198","0","327"
"Pfizer","mpumalanga","Adults","82","106","57","245"
"Pfizer","northern cape","12-17 Years","23","37","0","60"
"Pfizer","northern cape","Adults","3","9","7","19"
"Pfizer","north west","12-17 Years","6","2","0","8"
"Pfizer","north west","Adults","22","22","29","73"
"Pfizer","western cape","12-17 Years","93","79","0","172"
"Pfizer","western cape","Adults","115","127","202","444"
