"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","91"
"Janssen Vaccines & Prevention B.V","free state","Adults","31"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","296"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","119"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","105"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","154"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","9"
"Janssen Vaccines & Prevention B.V","north west","Adults","57"
"Janssen Vaccines & Prevention B.V","western cape","Adults","57"
"Pfizer","eastern cape","12-17 Years","447"
"Pfizer","eastern cape","Adults","313"
"Pfizer","free state","12-17 Years","87"
"Pfizer","free state","Adults","122"
"Pfizer","gauteng","12-17 Years","73"
"Pfizer","gauteng","Adults","280"
"Pfizer","kwazulu-natal","12-17 Years","164"
"Pfizer","kwazulu-natal","Adults","208"
"Pfizer","limpopo","12-17 Years","254"
"Pfizer","limpopo","Adults","111"
"Pfizer","mpumalanga","12-17 Years","198"
"Pfizer","mpumalanga","Adults","106"
"Pfizer","northern cape","12-17 Years","37"
"Pfizer","northern cape","Adults","9"
"Pfizer","north west","12-17 Years","2"
"Pfizer","north west","Adults","22"
"Pfizer","western cape","12-17 Years","79"
"Pfizer","western cape","Adults","127"
