"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14485","5570","20055"
"National","eastern cape","Amathole DM","Public Health","Male","12417","4561","16978"
"National","eastern cape","A Nzo DM","Public Health","Female","32709","17424","50133"
"National","eastern cape","A Nzo DM","Public Health","Male","28908","13564","42472"
"National","eastern cape","Buffalo City MM","Private Health","Female","2811","1152","3963"
"National","eastern cape","Buffalo City MM","Private Health","Male","2289","887","3176"
"National","eastern cape","Buffalo City MM","Public Health","Female","16473","9532","26005"
"National","eastern cape","Buffalo City MM","Public Health","Male","13030","6700","19730"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","155","75","230"
"National","eastern cape","C Hani DM","Public Health","Female","13761","3604","17365"
"National","eastern cape","C Hani DM","Public Health","Male","11076","2629","13705"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","650","361","1011"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","490","215","705"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7816","2712","10528"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6986","2192","9178"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4030","2027","6057"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3657","1701","5358"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15807","6499","22306"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12292","4609","16901"
"National","eastern cape","O Tambo DM","Private Health","Female","307","119","426"
"National","eastern cape","O Tambo DM","Private Health","Male","244","112","356"
"National","eastern cape","O Tambo DM","Public Health","Female","43709","17003","60712"
"National","eastern cape","O Tambo DM","Public Health","Male","36707","12703","49410"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1563","1074","2637"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1354","811","2165"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9575","5365","14940"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8048","3999","12047"
"National","free state","Fezile Dabi DM","Private Health","Female","471","340","811"
"National","free state","Fezile Dabi DM","Private Health","Male","446","281","727"
"National","free state","Fezile Dabi DM","Public Health","Female","13118","5006","18124"
"National","free state","Fezile Dabi DM","Public Health","Male","10733","3632","14365"
"National","free state","Lejweleputswa DM","Private Health","Female","3730","1437","5167"
"National","free state","Lejweleputswa DM","Private Health","Male","2987","1083","4070"
"National","free state","Lejweleputswa DM","Public Health","Female","13994","5270","19264"
"National","free state","Lejweleputswa DM","Public Health","Male","12005","3724","15729"
"National","free state","Mangaung MM","Private Health","Female","2941","1916","4857"
"National","free state","Mangaung MM","Private Health","Male","2418","1448","3866"
"National","free state","Mangaung MM","Public Health","Female","23339","13829","37168"
"National","free state","Mangaung MM","Public Health","Male","20858","11182","32040"
"National","free state","T Mofutsanyana DM","Private Health","Female","1832","1115","2947"
"National","free state","T Mofutsanyana DM","Private Health","Male","1572","907","2479"
"National","free state","T Mofutsanyana DM","Public Health","Female","26655","15390","42045"
"National","free state","T Mofutsanyana DM","Public Health","Male","22920","11616","34536"
"National","free state","Xhariep DM","Public Health","Female","4237","1193","5430"
"National","free state","Xhariep DM","Public Health","Male","3464","813","4277"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10703","6516","17219"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9860","5574","15434"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40553","15224","55777"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32120","11158","43278"
"National","gauteng","Johannesburg MM","Private Health","Female","25127","13589","38716"
"National","gauteng","Johannesburg MM","Private Health","Male","22959","11827","34786"
"National","gauteng","Johannesburg MM","Public Health","Female","46012","16742","62754"
"National","gauteng","Johannesburg MM","Public Health","Male","37308","13107","50415"
"National","gauteng","Sedibeng DM","Private Health","Female","1573","1002","2575"
"National","gauteng","Sedibeng DM","Private Health","Male","1403","680","2083"
"National","gauteng","Sedibeng DM","Public Health","Female","13653","5854","19507"
"National","gauteng","Sedibeng DM","Public Health","Male","10793","4515","15308"
"National","gauteng","Tshwane MM","Private Health","Female","11361","6551","17912"
"National","gauteng","Tshwane MM","Private Health","Male","10818","5938","16756"
"National","gauteng","Tshwane MM","Public Health","Female","39774","18616","58390"
"National","gauteng","Tshwane MM","Public Health","Male","30806","13113","43919"
"National","gauteng","West Rand DM","Private Health","Female","2159","1491","3650"
"National","gauteng","West Rand DM","Private Health","Male","1798","1221","3019"
"National","gauteng","West Rand DM","Public Health","Female","17377","8789","26166"
"National","gauteng","West Rand DM","Public Health","Male","14225","6572","20797"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","180","55","235"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6481","2810","9291"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4190","1745","5935"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11659","6852","18511"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10875","6089","16964"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14391","5536","19927"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11751","4448","16199"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","350","161","511"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","340","133","473"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12904","7734","20638"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10105","5603","15708"
"National","kwazulu-natal","iLembe DM","Private Health","Female","538","328","866"
"National","kwazulu-natal","iLembe DM","Private Health","Male","479","276","755"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8261","4114","12375"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4886","2204","7090"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","326","130","456"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","302","91","393"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12274","5011","17285"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7976","3059","11035"
"National","kwazulu-natal","Ugu DM","Private Health","Female","885","550","1435"
"National","kwazulu-natal","Ugu DM","Private Health","Male","711","419","1130"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12292","5121","17413"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7949","2764","10713"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1594","828","2422"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1482","756","2238"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12534","4991","17525"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8749","3082","11831"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","24","6","30"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20337","10275","30612"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12890","5405","18295"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14746","6289","21035"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9098","3426","12524"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","278","119","397"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15127","6825","21952"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10219","4009","14228"
"National","kwazulu-natal","Zululand DM","Private Health","Female","59","7","66"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23933","12765","36698"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17224","8082","25306"
"National","limpopo","Capricorn DM","Private Health","Female","2559","1375","3934"
"National","limpopo","Capricorn DM","Private Health","Male","2103","1037","3140"
"National","limpopo","Capricorn DM","Public Health","Female","34762","14214","48976"
"National","limpopo","Capricorn DM","Public Health","Male","29862","10802","40664"
"National","limpopo","Mopani DM","Private Health","Female","955","471","1426"
"National","limpopo","Mopani DM","Private Health","Male","835","397","1232"
"National","limpopo","Mopani DM","Public Health","Female","36393","12604","48997"
"National","limpopo","Mopani DM","Public Health","Male","29941","9088","39029"
"National","limpopo","Sekhukhune DM","Private Health","Female","885","467","1352"
"National","limpopo","Sekhukhune DM","Private Health","Male","889","363","1252"
"National","limpopo","Sekhukhune DM","Public Health","Female","25437","9562","34999"
"National","limpopo","Sekhukhune DM","Public Health","Male","24944","8058","33002"
"National","limpopo","Vhembe DM","Private Health","Female","5819","2468","8287"
"National","limpopo","Vhembe DM","Private Health","Male","4010","1451","5461"
"National","limpopo","Vhembe DM","Public Health","Female","32260","10240","42500"
"National","limpopo","Vhembe DM","Public Health","Male","26858","7322","34180"
"National","limpopo","Waterberg DM","Private Health","Female","1232","508","1740"
"National","limpopo","Waterberg DM","Private Health","Male","1118","433","1551"
"National","limpopo","Waterberg DM","Public Health","Female","16528","6522","23050"
"National","limpopo","Waterberg DM","Public Health","Male","13757","4763","18520"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","1997","933","2930"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1707","831","2538"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","46050","19121","65171"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35137","12392","47529"
"National","mpumalanga","G Sibande DM","Private Health","Female","691","264","955"
"National","mpumalanga","G Sibande DM","Private Health","Male","589","246","835"
"National","mpumalanga","G Sibande DM","Public Health","Female","15358","6018","21376"
"National","mpumalanga","G Sibande DM","Public Health","Male","11843","4077","15920"
"National","mpumalanga","Nkangala DM","Private Health","Female","1046","438","1484"
"National","mpumalanga","Nkangala DM","Private Health","Male","1005","396","1401"
"National","mpumalanga","Nkangala DM","Public Health","Female","15956","6142","22098"
"National","mpumalanga","Nkangala DM","Public Health","Male","16612","5126","21738"
"National","northern cape","Frances Baard DM","Private Health","Female","1223","617","1840"
"National","northern cape","Frances Baard DM","Private Health","Male","1166","503","1669"
"National","northern cape","Frances Baard DM","Public Health","Female","6372","3098","9470"
"National","northern cape","Frances Baard DM","Public Health","Male","5139","2305","7444"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","314","195","509"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","269","142","411"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3300","1228","4528"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2563","911","3474"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","152","71","223"
"National","northern cape","Namakwa DM","Public Health","Female","1544","569","2113"
"National","northern cape","Namakwa DM","Public Health","Male","1221","431","1652"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3586","1590","5176"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2746","1142","3888"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","314","108","422"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","261","76","337"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3681","1579","5260"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2908","1104","4012"
"National","north west","Bojanala Platinum DM","Private Health","Female","2431","1168","3599"
"National","north west","Bojanala Platinum DM","Private Health","Male","2207","958","3165"
"National","north west","Bojanala Platinum DM","Public Health","Female","29754","12344","42098"
"National","north west","Bojanala Platinum DM","Public Health","Male","24526","9048","33574"
"National","north west","Dr K Kaunda DM","Private Health","Female","1340","657","1997"
"National","north west","Dr K Kaunda DM","Private Health","Male","1139","527","1666"
"National","north west","Dr K Kaunda DM","Public Health","Female","12549","4414","16963"
