"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","863511","0","155127","1018638"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465046","0","95565","560611"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1435045","0","214098","1649143"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1164686","0","184832","1349518"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1057033","0","159530","1216563"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","817963","0","132356","950319"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208767","0","35550","244317"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","695854","0","117377","813231"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","664035","0","113417","777452"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137606","0","65388","202994"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94508","0","40023","134531"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34188","0","17016","51204"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21928","0","7152","29080"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23483","0","8966","32449"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94619","0","61527","156146"
"Pfizer","National","eastern cape","Adults","1368209","1151871","258179","2778259"
"Pfizer","National","eastern cape","12-17 Years","301812","127360","0","429172"
"Pfizer","National","free state","12-17 Years","167720","80182","0","247902"
"Pfizer","National","free state","Adults","686774","603244","145696","1435714"
"Pfizer","National","gauteng","12-17 Years","380382","168079","23","548484"
"Pfizer","National","gauteng","Adults","3956319","3428536","693077","8077932"
"Pfizer","National","kwazulu-natal","Adults","2015349","1676511","341115","4032975"
"Pfizer","National","kwazulu-natal","12-17 Years","288946","132284","12","421242"
"Pfizer","National","limpopo","Adults","1064917","892476","181728","2139121"
"Pfizer","National","limpopo","12-17 Years","291147","102145","2","393294"
"Pfizer","National","mpumalanga","12-17 Years","147991","55984","0","203975"
"Pfizer","National","mpumalanga","Adults","587894","483738","110202","1181834"
"Pfizer","National","northern cape","12-17 Years","36926","15767","0","52693"
"Pfizer","National","northern cape","Adults","230548","196656","37509","464713"
"Pfizer","National","north west","12-17 Years","148649","52385","4","201038"
"Pfizer","National","north west","Adults","633230","546511","115449","1295190"
"Pfizer","National","western cape","12-17 Years","129743","54707","3","184453"
"Pfizer","National","western cape","Adults","2138742","1877882","496105","4512729"
