"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","890137"
"Janssen Vaccines & Prevention B.V","free state","Adults","474403"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1480747"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1191601"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1050984"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","785154"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","208971"
"Janssen Vaccines & Prevention B.V","north west","Adults","696274"
"Janssen Vaccines & Prevention B.V","western cape","Adults","731692"
"Pfizer","eastern cape","12-17 Years","57117"
"Pfizer","eastern cape","Adults","1083720"
"Pfizer","free state","12-17 Years","60545"
"Pfizer","free state","Adults","569334"
"Pfizer","gauteng","12-17 Years","137316"
"Pfizer","gauteng","Adults","3284152"
"Pfizer","kwazulu-natal","12-17 Years","75197"
"Pfizer","kwazulu-natal","Adults","1570485"
"Pfizer","limpopo","12-17 Years","64051"
"Pfizer","limpopo","Adults","846692"
"Pfizer","mpumalanga","12-17 Years","31170"
"Pfizer","mpumalanga","Adults","449851"
"Pfizer","northern cape","12-17 Years","7620"
"Pfizer","northern cape","Adults","185601"
"Pfizer","north west","12-17 Years","40410"
"Pfizer","north west","Adults","520777"
"Pfizer","western cape","12-17 Years","48195"
"Pfizer","western cape","Adults","1825110"
