"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","913126"
"Janssen Vaccines & Prevention B.V","free state","Adults","485051"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1532403"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1231695"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1075170"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","817912"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213795"
"Janssen Vaccines & Prevention B.V","north west","Adults","710891"
"Janssen Vaccines & Prevention B.V","western cape","Adults","747036"
"Pfizer","eastern cape","12-17 Years","95209"
"Pfizer","eastern cape","Adults","1116157"
"Pfizer","free state","12-17 Years","77473"
"Pfizer","free state","Adults","587108"
"Pfizer","gauteng","12-17 Years","169190"
"Pfizer","gauteng","Adults","3367630"
"Pfizer","kwazulu-natal","12-17 Years","120152"
"Pfizer","kwazulu-natal","Adults","1632009"
"Pfizer","limpopo","12-17 Years","91352"
"Pfizer","limpopo","Adults","871471"
"Pfizer","mpumalanga","12-17 Years","46195"
"Pfizer","mpumalanga","Adults","466741"
"Pfizer","northern cape","12-17 Years","11450"
"Pfizer","northern cape","Adults","191422"
"Pfizer","north west","12-17 Years","52418"
"Pfizer","north west","Adults","535880"
"Pfizer","western cape","12-17 Years","52280"
"Pfizer","western cape","Adults","1854637"
