"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","852263","0","135545","987808"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","460657","0","83840","544497"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1395010","0","190129","1585139"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1137204","0","163981","1301185"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1040987","0","135648","1176635"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","796002","0","109602","905604"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","204331","0","28954","233285"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","687422","0","104576","791998"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","652427","0","104303","756730"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60863","0","24220","85083"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24394","0","12199","36593"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137393","0","65383","202776"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94490","0","40022","134512"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34183","0","17016","51199"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21910","0","7150","29060"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23469","0","8964","32433"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94609","0","61527","156136"
"Pfizer","National","eastern cape","Adults","1328660","1116155","218290","2663105"
"Pfizer","National","eastern cape","12-17 Years","282171","95209","0","377380"
"Pfizer","National","free state","12-17 Years","172628","77473","0","250101"
"Pfizer","National","free state","Adults","668989","587108","128748","1384845"
"Pfizer","National","gauteng","12-17 Years","396722","169190","11","565923"
"Pfizer","National","gauteng","Adults","3889531","3367617","644288","7901436"
"Pfizer","National","kwazulu-natal","Adults","1964737","1632004","312044","3908785"
"Pfizer","National","kwazulu-natal","12-17 Years","295557","120152","8","415717"
"Pfizer","National","limpopo","Adults","1035390","871471","164377","2071238"
"Pfizer","National","limpopo","12-17 Years","285182","91352","0","376534"
"Pfizer","National","mpumalanga","12-17 Years","145827","46195","0","192022"
"Pfizer","National","mpumalanga","Adults","566633","466740","96377","1129750"
"Pfizer","National","northern cape","12-17 Years","34482","11450","0","45932"
"Pfizer","National","northern cape","Adults","223869","191422","32758","448049"
"Pfizer","National","north west","12-17 Years","154866","52418","4","207288"
"Pfizer","National","north west","Adults","618708","535878","106131","1260717"
"Pfizer","National","western cape","12-17 Years","131761","52280","2","184043"
"Pfizer","National","western cape","Adults","2112532","1854632","468651","4435815"
