"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","856585","0","143932","1000517"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","462752","0","89225","551977"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1408051","0","198991","1607042"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1149875","0","173473","1323348"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1045197","0","142783","1187980"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","806989","0","121343","928332"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206497","0","33576","240073"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690059","0","109229","799288"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","656147","0","108225","764372"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60866","0","24220","85086"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24394","0","12199","36593"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137486","0","65383","202869"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94498","0","40024","134522"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34183","0","17016","51199"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21917","0","7151","29068"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1339529","1128013","234493","2702035"
"Pfizer","National","eastern cape","12-17 Years","284886","102841","0","387727"
"Pfizer","National","free state","12-17 Years","172011","79285","0","251296"
"Pfizer","National","free state","Adults","674781","593418","136055","1404254"
"Pfizer","National","gauteng","12-17 Years","393534","170548","14","564096"
"Pfizer","National","gauteng","Adults","3911013","3390381","664580","7965974"
"Pfizer","National","kwazulu-natal","Adults","1983171","1650884","326373","3960428"
"Pfizer","National","kwazulu-natal","12-17 Years","296759","128768","8","425535"
"Pfizer","National","limpopo","Adults","1043144","878155","170967","2092266"
"Pfizer","National","limpopo","12-17 Years","287525","94496","2","382023"
"Pfizer","National","mpumalanga","12-17 Years","147216","48518","0","195734"
"Pfizer","National","mpumalanga","Adults","574323","474087","105636","1154046"
"Pfizer","National","northern cape","12-17 Years","36104","13764","0","49868"
"Pfizer","National","northern cape","Adults","226740","194020","35812","456572"
"Pfizer","National","north west","12-17 Years","153682","52835","4","206521"
"Pfizer","National","north west","Adults","622907","539593","110006","1272506"
"Pfizer","National","western cape","12-17 Years","131319","52905","2","184226"
"Pfizer","National","western cape","Adults","2120963","1863594","481506","4466063"
