"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","168","0","333","501"
"Janssen Vaccines & Prevention B.V","free state","Adults","64","0","148","212"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","329","0","202","531"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","264","0","232","496"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","192","0","382","574"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","183","0","273","456"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","7","0","13","20"
"Janssen Vaccines & Prevention B.V","north west","Adults","45","0","34","79"
"Janssen Vaccines & Prevention B.V","western cape","Adults","94","0","159","253"
"Pfizer","eastern cape","12-17 Years","680","630","0","1310"
"Pfizer","eastern cape","Adults","171","427","545","1143"
"Pfizer","free state","12-17 Years","90","138","0","228"
"Pfizer","free state","Adults","83","110","223","416"
"Pfizer","gauteng","12-17 Years","99","122","1","222"
"Pfizer","gauteng","Adults","376","388","390","1154"
"Pfizer","kwazulu-natal","12-17 Years","169","732","0","901"
"Pfizer","kwazulu-natal","Adults","293","402","325","1020"
"Pfizer","limpopo","12-17 Years","363","232","0","595"
"Pfizer","limpopo","Adults","90","218","200","508"
"Pfizer","mpumalanga","12-17 Years","292","269","0","561"
"Pfizer","mpumalanga","Adults","104","121","147","372"
"Pfizer","northern cape","12-17 Years","68","43","0","111"
"Pfizer","northern cape","Adults","33","15","14","62"
"Pfizer","north west","12-17 Years","11","23","0","34"
"Pfizer","north west","Adults","36","47","77","160"
"Pfizer","western cape","12-17 Years","135","79","0","214"
"Pfizer","western cape","Adults","164","180","279","623"
