"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","919907"
"Janssen Vaccines & Prevention B.V","free state","Adults","488161"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1554307"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1249907"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1082926"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","833019"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216430"
"Janssen Vaccines & Prevention B.V","north west","Adults","715256"
"Janssen Vaccines & Prevention B.V","western cape","Adults","753470"
"Pfizer","eastern cape","12-17 Years","114361"
"Pfizer","eastern cape","Adults","1136697"
"Pfizer","free state","12-17 Years","79929"
"Pfizer","free state","Adults","597691"
"Pfizer","gauteng","12-17 Years","170562"
"Pfizer","gauteng","Adults","3406766"
"Pfizer","kwazulu-natal","12-17 Years","133617"
"Pfizer","kwazulu-natal","Adults","1662745"
"Pfizer","limpopo","12-17 Years","98648"
"Pfizer","limpopo","Adults","883505"
"Pfizer","mpumalanga","12-17 Years","51819"
"Pfizer","mpumalanga","Adults","477633"
"Pfizer","northern cape","12-17 Years","14610"
"Pfizer","northern cape","Adults","194898"
"Pfizer","north west","12-17 Years","52781"
"Pfizer","north west","Adults","541883"
"Pfizer","western cape","12-17 Years","54101"
"Pfizer","western cape","Adults","1870066"
