"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","293"
"Janssen Vaccines & Prevention B.V","free state","Adults","229"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","902"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","586"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","395"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","606"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","61"
"Janssen Vaccines & Prevention B.V","north west","Adults","191"
"Janssen Vaccines & Prevention B.V","western cape","Adults","256"
"Pfizer","eastern cape","12-17 Years","577"
"Pfizer","eastern cape","Adults","582"
"Pfizer","free state","12-17 Years","180"
"Pfizer","free state","Adults","361"
"Pfizer","gauteng","12-17 Years","632"
"Pfizer","gauteng","Adults","1259"
"Pfizer","kwazulu-natal","12-17 Years","543"
"Pfizer","kwazulu-natal","Adults","992"
"Pfizer","limpopo","12-17 Years","625"
"Pfizer","limpopo","Adults","615"
"Pfizer","mpumalanga","12-17 Years","189"
"Pfizer","mpumalanga","Adults","318"
"Pfizer","northern cape","12-17 Years","91"
"Pfizer","northern cape","Adults","150"
"Pfizer","north west","12-17 Years","140"
"Pfizer","north west","Adults","302"
"Pfizer","western cape","12-17 Years","142"
"Pfizer","western cape","Adults","545"
