"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","769"
"Janssen Vaccines & Prevention B.V","free state","Adults","283"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1227"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","849"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","812"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","751"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","150"
"Janssen Vaccines & Prevention B.V","north west","Adults","358"
"Janssen Vaccines & Prevention B.V","western cape","Adults","281"
"Pfizer","eastern cape","12-17 Years","882"
"Pfizer","eastern cape","Adults","860"
"Pfizer","free state","12-17 Years","667"
"Pfizer","free state","Adults","428"
"Pfizer","gauteng","12-17 Years","974"
"Pfizer","gauteng","Adults","1968"
"Pfizer","kwazulu-natal","12-17 Years","1291"
"Pfizer","kwazulu-natal","Adults","1265"
"Pfizer","limpopo","12-17 Years","779"
"Pfizer","limpopo","Adults","696"
"Pfizer","mpumalanga","12-17 Years","321"
"Pfizer","mpumalanga","Adults","374"
"Pfizer","northern cape","12-17 Years","166"
"Pfizer","northern cape","Adults","143"
"Pfizer","north west","12-17 Years","349"
"Pfizer","north west","Adults","294"
"Pfizer","western cape","12-17 Years","106"
"Pfizer","western cape","Adults","579"
