"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","710","0","1038","1748"
"Janssen Vaccines & Prevention B.V","free state","Adults","260","0","587","847"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1334","0","1088","2422"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","775","0","1008","1783"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","637","0","981","1618"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","901","0","723","1624"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","134","0","235","369"
"Janssen Vaccines & Prevention B.V","north west","Adults","489","0","861","1350"
"Janssen Vaccines & Prevention B.V","western cape","Adults","468","0","533","1001"
"Pfizer","eastern cape","12-17 Years","2002","1347","0","3349"
"Pfizer","eastern cape","Adults","660","949","1659","3268"
"Pfizer","free state","12-17 Years","631","746","0","1377"
"Pfizer","free state","Adults","290","440","993","1723"
"Pfizer","gauteng","12-17 Years","932","1363","0","2295"
"Pfizer","gauteng","Adults","1464","2660","3735","7859"
"Pfizer","kwazulu-natal","12-17 Years","766","1241","0","2007"
"Pfizer","kwazulu-natal","Adults","890","1359","1376","3625"
"Pfizer","limpopo","12-17 Years","1206","845","0","2051"
"Pfizer","limpopo","Adults","337","670","1505","2512"
"Pfizer","mpumalanga","12-17 Years","990","408","0","1398"
"Pfizer","mpumalanga","Adults","286","354","746","1386"
"Pfizer","northern cape","12-17 Years","28","56","0","84"
"Pfizer","northern cape","Adults","117","147","272","536"
"Pfizer","north west","12-17 Years","343","513","0","856"
"Pfizer","north west","Adults","275","528","838","1641"
"Pfizer","western cape","12-17 Years","145","113","0","258"
"Pfizer","western cape","Adults","550","810","2400","3760"
