"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","665"
"Janssen Vaccines & Prevention B.V","free state","Adults","310"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1255"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","723"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","773"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","858"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","161"
"Janssen Vaccines & Prevention B.V","north west","Adults","421"
"Janssen Vaccines & Prevention B.V","western cape","Adults","344"
"Pfizer","eastern cape","12-17 Years","1425"
"Pfizer","eastern cape","Adults","722"
"Pfizer","free state","12-17 Years","790"
"Pfizer","free state","Adults","433"
"Pfizer","gauteng","12-17 Years","1006"
"Pfizer","gauteng","Adults","1700"
"Pfizer","kwazulu-natal","12-17 Years","1026"
"Pfizer","kwazulu-natal","Adults","1053"
"Pfizer","limpopo","12-17 Years","564"
"Pfizer","limpopo","Adults","735"
"Pfizer","mpumalanga","12-17 Years","348"
"Pfizer","mpumalanga","Adults","294"
"Pfizer","northern cape","12-17 Years","34"
"Pfizer","northern cape","Adults","105"
"Pfizer","north west","12-17 Years","292"
"Pfizer","north west","Adults","390"
"Pfizer","western cape","12-17 Years","78"
"Pfizer","western cape","Adults","546"
