"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","665","0","1155","1820"
"Janssen Vaccines & Prevention B.V","free state","Adults","310","0","688","998"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1255","0","1048","2303"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","723","0","884","1607"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","773","0","1395","2168"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","858","0","868","1726"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","161","0","266","427"
"Janssen Vaccines & Prevention B.V","north west","Adults","421","0","710","1131"
"Janssen Vaccines & Prevention B.V","western cape","Adults","344","0","507","851"
"Pfizer","eastern cape","12-17 Years","1921","1425","0","3346"
"Pfizer","eastern cape","Adults","455","722","1444","2621"
"Pfizer","free state","12-17 Years","449","790","0","1239"
"Pfizer","free state","Adults","361","433","870","1664"
"Pfizer","gauteng","12-17 Years","618","1006","0","1624"
"Pfizer","gauteng","Adults","1641","1700","3321","6662"
"Pfizer","kwazulu-natal","12-17 Years","688","1026","0","1714"
"Pfizer","kwazulu-natal","Adults","919","1053","1528","3500"
"Pfizer","limpopo","12-17 Years","1310","564","0","1874"
"Pfizer","limpopo","Adults","542","735","1715","2992"
"Pfizer","mpumalanga","12-17 Years","745","348","0","1093"
"Pfizer","mpumalanga","Adults","333","294","619","1246"
"Pfizer","northern cape","12-17 Years","186","34","0","220"
"Pfizer","northern cape","Adults","140","105","216","461"
"Pfizer","north west","12-17 Years","682","292","0","974"
"Pfizer","north west","Adults","282","390","702","1374"
"Pfizer","western cape","12-17 Years","119","78","0","197"
"Pfizer","western cape","Adults","574","546","2334","3454"
