"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","912204"
"Janssen Vaccines & Prevention B.V","free state","Adults","484626"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1530289"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1230166"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1074645"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","816447"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213532"
"Janssen Vaccines & Prevention B.V","north west","Adults","710380"
"Janssen Vaccines & Prevention B.V","western cape","Adults","746464"
"Pfizer","eastern cape","12-17 Years","94884"
"Pfizer","eastern cape","Adults","1114564"
"Pfizer","free state","12-17 Years","77229"
"Pfizer","free state","Adults","586175"
"Pfizer","gauteng","12-17 Years","168660"
"Pfizer","gauteng","Adults","3364094"
"Pfizer","kwazulu-natal","12-17 Years","119520"
"Pfizer","kwazulu-natal","Adults","1629208"
"Pfizer","limpopo","12-17 Years","91069"
"Pfizer","limpopo","Adults","870386"
"Pfizer","mpumalanga","12-17 Years","46038"
"Pfizer","mpumalanga","Adults","465670"
"Pfizer","northern cape","12-17 Years","11344"
"Pfizer","northern cape","Adults","190990"
"Pfizer","north west","12-17 Years","52291"
"Pfizer","north west","Adults","535343"
"Pfizer","western cape","12-17 Years","52126"
"Pfizer","western cape","Adults","1853445"
