"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10590","5113","15703"
"National","eastern cape","Private Health","Male","8913","3941","12854"
"National","eastern cape","Public Health","Female","144388","50536","194924"
"National","eastern cape","Public Health","Male","118319","35294","153613"
"National","free state","Private Health","Female","9214","4549","13763"
"National","free state","Private Health","Male","7540","3460","11000"
"National","free state","Public Health","Female","84077","39619","123696"
"National","free state","Public Health","Male","71844","29601","101445"
"National","gauteng","Private Health","Female","53897","29968","83865"
"National","gauteng","Private Health","Male","49496","25652","75148"
"National","gauteng","Public Health","Female","163905","65285","229190"
"National","gauteng","Public Health","Male","129367","47755","177122"
"National","kwazulu-natal","Private Health","Female","17337","9684","27021"
"National","kwazulu-natal","Private Health","Male","15662","8235","23897"
"National","kwazulu-natal","Public Health","Female","155951","63098","219049"
"National","kwazulu-natal","Public Health","Male","106174","38503","144677"
"National","limpopo","Private Health","Female","11866","5128","16994"
"National","limpopo","Private Health","Male","9232","3576","12808"
"National","limpopo","Public Health","Female","141314","47108","188422"
"National","limpopo","Public Health","Male","122709","35257","157966"
"National","mpumalanga","Private Health","Female","4046","1711","5757"
"National","mpumalanga","Private Health","Male","3530","1492","5022"
"National","mpumalanga","Public Health","Female","75495","25234","100729"
"National","mpumalanga","Public Health","Male","62746","17601","80347"
"National","northern cape","Private Health","Female","2148","1059","3207"
"National","northern cape","Private Health","Male","1978","797","2775"
"National","northern cape","Public Health","Female","16975","5455","22430"
"National","northern cape","Public Health","Male","13287","4033","17320"
"National","north west","Private Health","Female","5281","2440","7721"
"National","north west","Private Health","Male","4760","2032","6792"
"National","north west","Public Health","Female","79222","27803","107025"
"National","north west","Public Health","Male","65575","20016","85591"
"National","western cape","Private Health","Female","23718","12573","36291"
"National","western cape","Private Health","Male","21343","10882","32225"
"National","western cape","Public Health","Female","47362","15779","63141"
"National","western cape","Public Health","Male","39396","12892","52288"
