"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","919041"
"Janssen Vaccines & Prevention B.V","free state","Adults","487759"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1550912"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1248195"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1081617"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","831556"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216300"
"Janssen Vaccines & Prevention B.V","north west","Adults","714587"
"Janssen Vaccines & Prevention B.V","western cape","Adults","752428"
"Pfizer","eastern cape","12-17 Years","109257"
"Pfizer","eastern cape","Adults","1133268"
"Pfizer","free state","12-17 Years","79721"
"Pfizer","free state","Adults","596051"
"Pfizer","gauteng","12-17 Years","170437"
"Pfizer","gauteng","Adults","3400389"
"Pfizer","kwazulu-natal","12-17 Years","132460"
"Pfizer","kwazulu-natal","Adults","1658948"
"Pfizer","limpopo","12-17 Years","96945"
"Pfizer","limpopo","Adults","881731"
"Pfizer","mpumalanga","12-17 Years","50268"
"Pfizer","mpumalanga","Adults","476321"
"Pfizer","northern cape","12-17 Years","14294"
"Pfizer","northern cape","Adults","194543"
"Pfizer","north west","12-17 Years","52770"
"Pfizer","north west","Adults","541049"
"Pfizer","western cape","12-17 Years","53584"
"Pfizer","western cape","Adults","1867519"
