"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10289","5111","15400"
"National","eastern cape","Private Health","Male","8705","3967","12672"
"National","eastern cape","Public Health","Female","148062","58150","206212"
"National","eastern cape","Public Health","Male","122168","42029","164197"
"National","free state","Private Health","Female","9140","4606","13746"
"National","free state","Private Health","Male","7541","3550","11091"
"National","free state","Public Health","Female","83463","40850","124313"
"National","free state","Public Health","Male","71423","30715","102138"
"National","gauteng","Private Health","Female","52996","30237","83233"
"National","gauteng","Private Health","Male","48685","25955","74640"
"National","gauteng","Public Health","Female","161440","65815","227255"
"National","gauteng","Public Health","Male","127708","48430","176138"
"National","kwazulu-natal","Private Health","Female","16809","9567","26376"
"National","kwazulu-natal","Private Health","Male","15273","8203","23476"
"National","kwazulu-natal","Public Health","Female","157639","71439","229078"
"National","kwazulu-natal","Public Health","Male","107429","43251","150680"
"National","limpopo","Private Health","Female","11801","5314","17115"
"National","limpopo","Private Health","Male","9181","3694","12875"
"National","limpopo","Public Health","Female","144358","50357","194715"
"National","limpopo","Public Health","Male","124623","37580","162203"
"National","mpumalanga","Private Health","Female","3927","1708","5635"
"National","mpumalanga","Private Health","Male","3433","1520","4953"
"National","mpumalanga","Public Health","Female","77103","27832","104935"
"National","mpumalanga","Public Health","Male","63524","19208","82732"
"National","northern cape","Private Health","Female","2118","1042","3160"
"National","northern cape","Private Health","Male","1940","816","2756"
"National","northern cape","Public Health","Female","18130","7188","25318"
"National","northern cape","Public Health","Male","14239","5248","19487"
"National","north west","Private Health","Female","5151","2409","7560"
"National","north west","Private Health","Male","4659","2029","6688"
"National","north west","Public Health","Female","78024","27955","105979"
"National","north west","Public Health","Male","64713","20377","85090"
"National","western cape","Private Health","Female","23165","12667","35832"
"National","western cape","Private Health","Male","20968","10959","31927"
"National","western cape","Public Health","Female","48094","16442","64536"
"National","western cape","Public Health","Male","40260","13516","53776"
