"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","69"
"Janssen Vaccines & Prevention B.V","free state","Adults","42"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","313"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","350"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","103"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","375"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","101"
"Janssen Vaccines & Prevention B.V","north west","Adults","80"
"Janssen Vaccines & Prevention B.V","western cape","Adults","103"
"Pfizer","eastern cape","12-17 Years","201"
"Pfizer","eastern cape","Adults","189"
"Pfizer","free state","12-17 Years","80"
"Pfizer","free state","Adults","102"
"Pfizer","gauteng","12-17 Years","158"
"Pfizer","gauteng","Adults","473"
"Pfizer","kwazulu-natal","12-17 Years","304"
"Pfizer","kwazulu-natal","Adults","294"
"Pfizer","limpopo","12-17 Years","262"
"Pfizer","limpopo","Adults","285"
"Pfizer","mpumalanga","12-17 Years","137"
"Pfizer","mpumalanga","Adults","265"
"Pfizer","northern cape","12-17 Years","225"
"Pfizer","northern cape","Adults","89"
"Pfizer","north west","12-17 Years","41"
"Pfizer","north west","Adults","67"
"Pfizer","western cape","12-17 Years","80"
"Pfizer","western cape","Adults","160"
