"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10684","4903","15587"
"National","eastern cape","Private Health","Male","8911","3740","12651"
"National","eastern cape","Public Health","Female","130115","35472","165587"
"National","eastern cape","Public Health","Male","104683","23713","128396"
"National","free state","Private Health","Female","9002","4062","13064"
"National","free state","Private Health","Male","7344","3066","10410"
"National","free state","Public Health","Female","79750","33683","113433"
"National","free state","Public Health","Male","67888","24617","92505"
"National","gauteng","Private Health","Female","54230","28902","83132"
"National","gauteng","Private Health","Male","49339","24537","73876"
"National","gauteng","Public Health","Female","152023","54688","206711"
"National","gauteng","Public Health","Male","119921","39813","159734"
"National","kwazulu-natal","Private Health","Female","17495","9453","26948"
"National","kwazulu-natal","Private Health","Male","15769","7966","23735"
"National","kwazulu-natal","Public Health","Female","130043","43769","173812"
"National","kwazulu-natal","Public Health","Male","88205","26299","114504"
"National","limpopo","Private Health","Female","11072","4555","15627"
"National","limpopo","Private Health","Male","8634","3263","11897"
"National","limpopo","Public Health","Female","121488","35520","157008"
"National","limpopo","Public Health","Male","102166","26507","128673"
"National","mpumalanga","Private Health","Female","4027","1625","5652"
"National","mpumalanga","Private Health","Male","3522","1397","4919"
"National","mpumalanga","Public Health","Female","68056","18634","86690"
"National","mpumalanga","Public Health","Male","56865","13348","70213"
"National","northern cape","Private Health","Female","2142","1002","3144"
"National","northern cape","Private Health","Male","1944","741","2685"
"National","northern cape","Public Health","Female","13172","3738","16910"
"National","northern cape","Public Health","Male","10418","2815","13233"
"National","north west","Private Health","Female","5271","2347","7618"
"National","north west","Private Health","Male","4740","1951","6691"
"National","north west","Public Health","Female","75211","23233","98444"
"National","north west","Public Health","Male","61952","16568","78520"
"National","western cape","Private Health","Female","23716","11821","35537"
"National","western cape","Private Health","Male","21162","10089","31251"
"National","western cape","Public Health","Female","46747","15021","61768"
"National","western cape","Public Health","Male","38765","12238","51003"
