"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10191","5081","15272"
"National","eastern cape","Private Health","Male","8619","3939","12558"
"National","eastern cape","Public Health","Female","149719","61104","210823"
"National","eastern cape","Public Health","Male","123757","44659","168416"
"National","free state","Private Health","Female","9112","4635","13747"
"National","free state","Private Health","Male","7506","3583","11089"
"National","free state","Public Health","Female","83166","40924","124090"
"National","free state","Public Health","Male","71248","30823","102071"
"National","gauteng","Private Health","Female","52727","30128","82855"
"National","gauteng","Private Health","Male","48434","25903","74337"
"National","gauteng","Public Health","Female","160759","65933","226692"
"National","gauteng","Public Health","Male","127279","48610","175889"
"National","kwazulu-natal","Private Health","Female","16643","9499","26142"
"National","kwazulu-natal","Private Health","Male","15150","8181","23331"
"National","kwazulu-natal","Public Health","Female","157066","72127","229193"
"National","kwazulu-natal","Public Health","Male","107193","43851","151044"
"National","limpopo","Private Health","Female","11781","5345","17126"
"National","limpopo","Private Health","Male","9164","3706","12870"
"National","limpopo","Public Health","Female","144634","51309","195943"
"National","limpopo","Public Health","Male","124967","38414","163381"
"National","mpumalanga","Private Health","Female","3894","1702","5596"
"National","mpumalanga","Private Health","Male","3410","1517","4927"
"National","mpumalanga","Public Health","Female","77360","28907","106267"
"National","mpumalanga","Public Health","Male","63633","19885","83518"
"National","northern cape","Private Health","Female","2097","1045","3142"
"National","northern cape","Private Health","Male","1920","818","2738"
"National","northern cape","Public Health","Female","18164","7364","25528"
"National","northern cape","Public Health","Male","14267","5399","19666"
"National","north west","Private Health","Female","5106","2410","7516"
"National","north west","Private Health","Male","4636","2028","6664"
"National","north west","Public Health","Female","77579","27909","105488"
"National","north west","Public Health","Male","64399","20430","84829"
"National","western cape","Private Health","Female","23012","12621","35633"
"National","western cape","Private Health","Male","20842","10933","31775"
"National","western cape","Public Health","Female","48425","16793","65218"
"National","western cape","Public Health","Male","40542","13783","54325"
