"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","628"
"Janssen Vaccines & Prevention B.V","free state","Adults","310"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1330"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","560"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","645"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","788"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","95"
"Janssen Vaccines & Prevention B.V","north west","Adults","401"
"Janssen Vaccines & Prevention B.V","western cape","Adults","403"
"Pfizer","eastern cape","12-17 Years","1232"
"Pfizer","eastern cape","Adults","714"
"Pfizer","free state","12-17 Years","557"
"Pfizer","free state","Adults","352"
"Pfizer","gauteng","12-17 Years","1213"
"Pfizer","gauteng","Adults","1730"
"Pfizer","kwazulu-natal","12-17 Years","1080"
"Pfizer","kwazulu-natal","Adults","1049"
"Pfizer","limpopo","12-17 Years","566"
"Pfizer","limpopo","Adults","491"
"Pfizer","mpumalanga","12-17 Years","301"
"Pfizer","mpumalanga","Adults","313"
"Pfizer","northern cape","12-17 Years","63"
"Pfizer","northern cape","Adults","111"
"Pfizer","north west","12-17 Years","420"
"Pfizer","north west","Adults","318"
"Pfizer","western cape","12-17 Years","188"
"Pfizer","western cape","Adults","586"
