"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","919422"
"Janssen Vaccines & Prevention B.V","free state","Adults","487965"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1552435"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1248991"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1082427"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","832246"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216356"
"Janssen Vaccines & Prevention B.V","north west","Adults","714858"
"Janssen Vaccines & Prevention B.V","western cape","Adults","752916"
"Pfizer","eastern cape","12-17 Years","111939"
"Pfizer","eastern cape","Adults","1134775"
"Pfizer","free state","12-17 Years","79838"
"Pfizer","free state","Adults","596951"
"Pfizer","gauteng","12-17 Years","170754"
"Pfizer","gauteng","Adults","3403459"
"Pfizer","kwazulu-natal","12-17 Years","133170"
"Pfizer","kwazulu-natal","Adults","1660645"
"Pfizer","limpopo","12-17 Years","97824"
"Pfizer","limpopo","Adults","882543"
"Pfizer","mpumalanga","12-17 Years","51069"
"Pfizer","mpumalanga","Adults","476955"
"Pfizer","northern cape","12-17 Years","14450"
"Pfizer","northern cape","Adults","194759"
"Pfizer","north west","12-17 Years","52852"
"Pfizer","north west","Adults","541409"
"Pfizer","western cape","12-17 Years","53821"
"Pfizer","western cape","Adults","1868767"
