"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10258","5102","15360"
"National","eastern cape","Private Health","Male","8684","3968","12652"
"National","eastern cape","Public Health","Female","148840","59669","208509"
"National","eastern cape","Public Health","Male","122821","43200","166021"
"National","free state","Private Health","Female","9120","4622","13742"
"National","free state","Private Health","Male","7525","3568","11093"
"National","free state","Public Health","Female","83426","40906","124332"
"National","free state","Public Health","Male","71460","30742","102202"
"National","gauteng","Private Health","Female","52908","30206","83114"
"National","gauteng","Private Health","Male","48595","25941","74536"
"National","gauteng","Public Health","Female","161229","65995","227224"
"National","gauteng","Public Health","Male","127626","48612","176238"
"National","kwazulu-natal","Private Health","Female","16764","9546","26310"
"National","kwazulu-natal","Private Health","Male","15234","8195","23429"
"National","kwazulu-natal","Public Health","Female","157537","71858","229395"
"National","kwazulu-natal","Public Health","Male","107445","43571","151016"
"National","limpopo","Private Health","Female","11838","5362","17200"
"National","limpopo","Private Health","Male","9218","3718","12936"
"National","limpopo","Public Health","Female","144681","50819","195500"
"National","limpopo","Public Health","Male","124881","37925","162806"
"National","mpumalanga","Private Health","Female","3914","1708","5622"
"National","mpumalanga","Private Health","Male","3425","1518","4943"
"National","mpumalanga","Public Health","Female","77295","28322","105617"
"National","mpumalanga","Public Health","Male","63630","19521","83151"
"National","northern cape","Private Health","Female","2108","1045","3153"
"National","northern cape","Private Health","Male","1937","818","2755"
"National","northern cape","Public Health","Female","18100","7259","25359"
"National","northern cape","Public Health","Male","14240","5328","19568"
"National","north west","Private Health","Female","5134","2406","7540"
"National","north west","Private Health","Male","4656","2029","6685"
"National","north west","Public Health","Female","77890","27975","105865"
"National","north west","Public Health","Male","64619","20442","85061"
"National","western cape","Private Health","Female","23113","12653","35766"
"National","western cape","Private Health","Male","20930","10960","31890"
"National","western cape","Public Health","Female","48306","16567","64873"
"National","western cape","Public Health","Male","40416","13641","54057"
