"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10649","5038","15687"
"National","eastern cape","Private Health","Male","8903","3870","12773"
"National","eastern cape","Public Health","Female","141680","45658","187338"
"National","eastern cape","Public Health","Male","115213","31354","146567"
"National","free state","Private Health","Female","9238","4321","13559"
"National","free state","Private Health","Male","7493","3306","10799"
"National","free state","Public Health","Female","83448","37939","121387"
"National","free state","Public Health","Male","71164","28248","99412"
"National","gauteng","Private Health","Female","54119","29463","83582"
"National","gauteng","Private Health","Male","49391","25078","74469"
"National","gauteng","Public Health","Female","160907","62345","223252"
"National","gauteng","Public Health","Male","126916","45356","172272"
"National","kwazulu-natal","Private Health","Female","17460","9620","27080"
"National","kwazulu-natal","Private Health","Male","15767","8136","23903"
"National","kwazulu-natal","Public Health","Female","147784","56419","204203"
"National","kwazulu-natal","Public Health","Male","100134","33819","133953"
"National","limpopo","Private Health","Female","11652","4970","16622"
"National","limpopo","Private Health","Male","9022","3473","12495"
"National","limpopo","Public Health","Female","133821","42758","176579"
"National","limpopo","Public Health","Male","113835","31799","145634"
"National","mpumalanga","Private Health","Female","4013","1671","5684"
"National","mpumalanga","Private Health","Male","3514","1454","4968"
"National","mpumalanga","Public Health","Female","73756","22784","96540"
"National","mpumalanga","Public Health","Male","61070","16090","77160"
"National","northern cape","Private Health","Female","2142","1029","3171"
"National","northern cape","Private Health","Male","1960","772","2732"
"National","northern cape","Public Health","Female","15985","4760","20745"
"National","northern cape","Public Health","Male","12579","3570","16149"
"National","north west","Private Health","Female","5300","2398","7698"
"National","north west","Private Health","Male","4774","1993","6767"
"National","north west","Public Health","Female","78425","26505","104930"
"National","north west","Public Health","Male","64772","18883","83655"
"National","western cape","Private Health","Female","23725","12228","35953"
"National","western cape","Private Health","Male","21264","10480","31744"
"National","western cape","Public Health","Female","47014","15415","62429"
"National","western cape","Public Health","Male","39043","12540","51583"
