"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","905541"
"Janssen Vaccines & Prevention B.V","free state","Adults","481456"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1514307"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1217497"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1067683"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","804985"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","211967"
"Janssen Vaccines & Prevention B.V","north west","Adults","706451"
"Janssen Vaccines & Prevention B.V","western cape","Adults","741627"
"Pfizer","eastern cape","12-17 Years","85920"
"Pfizer","eastern cape","Adults","1103786"
"Pfizer","free state","12-17 Years","73814"
"Pfizer","free state","Adults","580280"
"Pfizer","gauteng","12-17 Years","162242"
"Pfizer","gauteng","Adults","3338448"
"Pfizer","kwazulu-natal","12-17 Years","107994"
"Pfizer","kwazulu-natal","Adults","1609149"
"Pfizer","limpopo","12-17 Years","83000"
"Pfizer","limpopo","Adults","862597"
"Pfizer","mpumalanga","12-17 Years","41999"
"Pfizer","mpumalanga","Adults","459608"
"Pfizer","northern cape","12-17 Years","10131"
"Pfizer","northern cape","Adults","189032"
"Pfizer","north west","12-17 Years","49779"
"Pfizer","north west","Adults","530297"
"Pfizer","western cape","12-17 Years","50663"
"Pfizer","western cape","Adults","1844006"
