"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","417"
"Janssen Vaccines & Prevention B.V","free state","Adults","251"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1061"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","707"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","442"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","729"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","144"
"Janssen Vaccines & Prevention B.V","north west","Adults","307"
"Janssen Vaccines & Prevention B.V","western cape","Adults","361"
"Pfizer","eastern cape","12-17 Years","1096"
"Pfizer","eastern cape","Adults","802"
"Pfizer","free state","12-17 Years","287"
"Pfizer","free state","Adults","355"
"Pfizer","gauteng","12-17 Years","608"
"Pfizer","gauteng","Adults","1448"
"Pfizer","kwazulu-natal","12-17 Years","602"
"Pfizer","kwazulu-natal","Adults","968"
"Pfizer","limpopo","12-17 Years","720"
"Pfizer","limpopo","Adults","461"
"Pfizer","mpumalanga","12-17 Years","373"
"Pfizer","mpumalanga","Adults","346"
"Pfizer","northern cape","12-17 Years","212"
"Pfizer","northern cape","Adults","107"
"Pfizer","north west","12-17 Years","248"
"Pfizer","north west","Adults","301"
"Pfizer","western cape","12-17 Years","78"
"Pfizer","western cape","Adults","551"
