"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","417","0","937","1354"
"Janssen Vaccines & Prevention B.V","free state","Adults","251","0","599","850"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1061","0","816","1877"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","707","0","836","1543"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","442","0","822","1264"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","729","0","805","1534"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","144","0","254","398"
"Janssen Vaccines & Prevention B.V","north west","Adults","307","0","470","777"
"Janssen Vaccines & Prevention B.V","western cape","Adults","361","0","493","854"
"Pfizer","eastern cape","12-17 Years","861","1096","0","1957"
"Pfizer","eastern cape","Adults","511","802","1534","2847"
"Pfizer","free state","12-17 Years","295","287","0","582"
"Pfizer","free state","Adults","206","355","583","1144"
"Pfizer","gauteng","12-17 Years","603","608","0","1211"
"Pfizer","gauteng","Adults","1148","1448","1987","4583"
"Pfizer","kwazulu-natal","12-17 Years","888","602","0","1490"
"Pfizer","kwazulu-natal","Adults","840","968","967","2775"
"Pfizer","limpopo","12-17 Years","1565","720","0","2285"
"Pfizer","limpopo","Adults","308","461","893","1662"
"Pfizer","mpumalanga","12-17 Years","391","373","0","764"
"Pfizer","mpumalanga","Adults","287","346","521","1154"
"Pfizer","northern cape","12-17 Years","229","212","0","441"
"Pfizer","northern cape","Adults","133","107","183","423"
"Pfizer","north west","12-17 Years","313","248","0","561"
"Pfizer","north west","Adults","207","301","430","938"
"Pfizer","western cape","12-17 Years","79","78","0","157"
"Pfizer","western cape","Adults","394","551","1377","2322"
