"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","9","0","2","11"
"Janssen Vaccines & Prevention B.V","free state","Adults","2","0","6","8"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","71","0","44","115"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","47","0","21","68"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","12","0","12","24"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","29","0","19","48"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","2","0","0","2"
"Janssen Vaccines & Prevention B.V","north west","Adults","5","0","9","14"
"Janssen Vaccines & Prevention B.V","western cape","Adults","14","0","8","22"
"Pfizer","eastern cape","12-17 Years","1","2","0","3"
"Pfizer","eastern cape","Adults","31","19","24","74"
"Pfizer","free state","12-17 Years","1","0","0","1"
"Pfizer","free state","Adults","8","5","10","23"
"Pfizer","gauteng","12-17 Years","14","18","0","32"
"Pfizer","gauteng","Adults","49","47","68","164"
"Pfizer","kwazulu-natal","12-17 Years","6","5","0","11"
"Pfizer","kwazulu-natal","Adults","26","21","35","82"
"Pfizer","limpopo","12-17 Years","4","1","0","5"
"Pfizer","limpopo","Adults","28","3","17","48"
"Pfizer","mpumalanga","12-17 Years","6","2","0","8"
"Pfizer","mpumalanga","Adults","6","6","7","19"
"Pfizer","north west","12-17 Years","1","3","0","4"
"Pfizer","north west","Adults","6","0","8","14"
"Pfizer","western cape","12-17 Years","6","3","0","9"
"Pfizer","western cape","Adults","26","15","35","76"
