"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","eastern cape","12-17 Years","2"
"Pfizer","eastern cape","Adults","19"
"Pfizer","free state","12-17 Years","0"
"Pfizer","free state","Adults","5"
"Pfizer","gauteng","12-17 Years","18"
"Pfizer","gauteng","Adults","47"
"Pfizer","kwazulu-natal","12-17 Years","5"
"Pfizer","kwazulu-natal","Adults","21"
"Pfizer","limpopo","12-17 Years","1"
"Pfizer","limpopo","Adults","3"
"Pfizer","mpumalanga","12-17 Years","2"
"Pfizer","mpumalanga","Adults","6"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","0"
"Pfizer","western cape","12-17 Years","3"
"Pfizer","western cape","Adults","15"
