"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","98","0","177","275"
"Janssen Vaccines & Prevention B.V","free state","Adults","19","0","51","70"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","350","0","186","536"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","146","0","99","245"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","184","0","235","419"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","89","0","61","150"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","25","0","15","40"
"Janssen Vaccines & Prevention B.V","north west","Adults","68","0","87","155"
"Janssen Vaccines & Prevention B.V","western cape","Adults","69","0","30","99"
"Pfizer","eastern cape","12-17 Years","78","65","0","143"
"Pfizer","eastern cape","Adults","227","304","480","1011"
"Pfizer","free state","12-17 Years","11","10","0","21"
"Pfizer","free state","Adults","38","66","85","189"
"Pfizer","gauteng","12-17 Years","55","49","0","104"
"Pfizer","gauteng","Adults","219","293","284","796"
"Pfizer","kwazulu-natal","12-17 Years","25","12","0","37"
"Pfizer","kwazulu-natal","Adults","157","139","121","417"
"Pfizer","limpopo","12-17 Years","69","38","0","107"
"Pfizer","limpopo","Adults","120","129","163","412"
"Pfizer","mpumalanga","12-17 Years","18","4","0","22"
"Pfizer","mpumalanga","Adults","24","74","36","134"
"Pfizer","northern cape","12-17 Years","2","4","0","6"
"Pfizer","northern cape","Adults","38","30","26","94"
"Pfizer","north west","12-17 Years","24","17","0","41"
"Pfizer","north west","Adults","35","32","35","102"
"Pfizer","western cape","12-17 Years","12","7","0","19"
"Pfizer","western cape","Adults","98","86","78","262"
