"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","50"
"Janssen Vaccines & Prevention B.V","free state","Adults","13"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","242"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","139"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","117"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","157"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","29"
"Janssen Vaccines & Prevention B.V","north west","Adults","46"
"Janssen Vaccines & Prevention B.V","western cape","Adults","52"
"Pfizer","eastern cape","12-17 Years","86"
"Pfizer","eastern cape","Adults","260"
"Pfizer","free state","12-17 Years","3"
"Pfizer","free state","Adults","49"
"Pfizer","gauteng","12-17 Years","39"
"Pfizer","gauteng","Adults","228"
"Pfizer","kwazulu-natal","12-17 Years","14"
"Pfizer","kwazulu-natal","Adults","112"
"Pfizer","limpopo","12-17 Years","12"
"Pfizer","limpopo","Adults","83"
"Pfizer","mpumalanga","12-17 Years","26"
"Pfizer","mpumalanga","Adults","139"
"Pfizer","northern cape","12-17 Years","0"
"Pfizer","northern cape","Adults","11"
"Pfizer","north west","12-17 Years","11"
"Pfizer","north west","Adults","50"
"Pfizer","western cape","12-17 Years","3"
"Pfizer","western cape","Adults","63"
