"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0","0","1","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","29","0","28","57"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","15","0","9","24"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","5","0","5","10"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","3","0","2","5"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","2","0","3","5"
"Janssen Vaccines & Prevention B.V","north west","Adults","11","0","13","24"
"Janssen Vaccines & Prevention B.V","western cape","Adults","12","0","7","19"
"Pfizer","eastern cape","12-17 Years","8","4","0","12"
"Pfizer","eastern cape","Adults","23","8","8","39"
"Pfizer","free state","12-17 Years","0","14","0","14"
"Pfizer","free state","Adults","1","8","4","13"
"Pfizer","gauteng","12-17 Years","9","15","0","24"
"Pfizer","gauteng","Adults","25","24","33","82"
"Pfizer","kwazulu-natal","12-17 Years","0","2","0","2"
"Pfizer","kwazulu-natal","Adults","10","16","9","35"
"Pfizer","limpopo","Adults","2","5","5","12"
"Pfizer","mpumalanga","12-17 Years","1","0","0","1"
"Pfizer","mpumalanga","Adults","0","6","0","6"
"Pfizer","northern cape","12-17 Years","19","0","0","19"
"Pfizer","north west","12-17 Years","0","3","0","3"
"Pfizer","north west","Adults","13","24","23","60"
"Pfizer","western cape","12-17 Years","2","1","0","3"
"Pfizer","western cape","Adults","1","5","9","15"
