"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","917451"
"Janssen Vaccines & Prevention B.V","free state","Adults","487146"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1545540"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1244375"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1079380"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","828906"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","215961"
"Janssen Vaccines & Prevention B.V","north west","Adults","713534"
"Janssen Vaccines & Prevention B.V","western cape","Adults","750760"
"Pfizer","eastern cape","12-17 Years","102841"
"Pfizer","eastern cape","Adults","1128015"
"Pfizer","free state","12-17 Years","79285"
"Pfizer","free state","Adults","593418"
"Pfizer","gauteng","12-17 Years","170548"
"Pfizer","gauteng","Adults","3390395"
"Pfizer","kwazulu-natal","12-17 Years","128768"
"Pfizer","kwazulu-natal","Adults","1650889"
"Pfizer","limpopo","12-17 Years","94496"
"Pfizer","limpopo","Adults","878155"
"Pfizer","mpumalanga","12-17 Years","48518"
"Pfizer","mpumalanga","Adults","474088"
"Pfizer","northern cape","12-17 Years","13764"
"Pfizer","northern cape","Adults","194020"
"Pfizer","north west","12-17 Years","52835"
"Pfizer","north west","Adults","539595"
"Pfizer","western cape","12-17 Years","52905"
"Pfizer","western cape","Adults","1863606"
