"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10153","5068","15221"
"National","eastern cape","Private Health","Male","8595","3931","12526"
"National","eastern cape","Public Health","Female","150911","61960","212871"
"National","eastern cape","Public Health","Male","124953","45423","170376"
"National","free state","Private Health","Female","9113","4631","13744"
"National","free state","Private Health","Male","7512","3583","11095"
"National","free state","Public Health","Female","83164","41035","124199"
"National","free state","Public Health","Male","71253","30900","102153"
"National","gauteng","Private Health","Female","52594","30067","82661"
"National","gauteng","Private Health","Male","48329","25869","74198"
"National","gauteng","Public Health","Female","160608","65946","226554"
"National","gauteng","Public Health","Male","127192","48622","175814"
"National","kwazulu-natal","Private Health","Female","16595","9468","26063"
"National","kwazulu-natal","Private Health","Male","15117","8164","23281"
"National","kwazulu-natal","Public Health","Female","156977","72257","229234"
"National","kwazulu-natal","Public Health","Male","107102","43968","151070"
"National","limpopo","Private Health","Female","11768","5342","17110"
"National","limpopo","Private Health","Male","9136","3703","12839"
"National","limpopo","Public Health","Female","144788","51589","196377"
"National","limpopo","Public Health","Male","125080","38628","163708"
"National","mpumalanga","Private Health","Female","3882","1700","5582"
"National","mpumalanga","Private Health","Male","3399","1511","4910"
"National","mpumalanga","Public Health","Female","77504","29269","106773"
"National","mpumalanga","Public Health","Male","63733","20112","83845"
"National","northern cape","Private Health","Female","2095","1047","3142"
"National","northern cape","Private Health","Male","1916","817","2733"
"National","northern cape","Public Health","Female","18269","7469","25738"
"National","northern cape","Public Health","Male","14358","5471","19829"
"National","north west","Private Health","Female","5098","2407","7505"
"National","north west","Private Health","Male","4632","2026","6658"
"National","north west","Public Health","Female","77452","27885","105337"
"National","north west","Public Health","Male","64306","20455","84761"
"National","western cape","Private Health","Female","22943","12597","35540"
"National","western cape","Private Health","Male","20797","10917","31714"
"National","western cape","Public Health","Female","48408","16853","65261"
"National","western cape","Public Health","Male","40532","13860","54392"
