"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","148","0","262","410"
"Janssen Vaccines & Prevention B.V","free state","Adults","86","0","210","296"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","446","0","278","724"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","356","0","267","623"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","95","0","165","260"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","359","0","486","845"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","53","0","172","225"
"Janssen Vaccines & Prevention B.V","north west","Adults","83","0","160","243"
"Janssen Vaccines & Prevention B.V","western cape","Adults","116","0","135","251"
"Pfizer","eastern cape","12-17 Years","74","89","0","163"
"Pfizer","eastern cape","Adults","321","401","672","1394"
"Pfizer","free state","12-17 Years","34","44","0","78"
"Pfizer","free state","Adults","129","186","352","667"
"Pfizer","gauteng","12-17 Years","94","196","0","290"
"Pfizer","gauteng","Adults","578","698","813","2089"
"Pfizer","kwazulu-natal","12-17 Years","82","109","0","191"
"Pfizer","kwazulu-natal","Adults","356","526","449","1331"
"Pfizer","limpopo","12-17 Years","55","79","0","134"
"Pfizer","limpopo","Adults","115","175","199","489"
"Pfizer","mpumalanga","12-17 Years","55","40","0","95"
"Pfizer","mpumalanga","Adults","134","210","348","692"
"Pfizer","northern cape","12-17 Years","19","26","0","45"
"Pfizer","northern cape","Adults","88","94","182","364"
"Pfizer","north west","12-17 Years","12","9","0","21"
"Pfizer","north west","Adults","61","97","106","264"
"Pfizer","western cape","12-17 Years","34","70","0","104"
"Pfizer","western cape","Adults","175","232","453","860"
