"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","148"
"Janssen Vaccines & Prevention B.V","free state","Adults","86"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","446"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","356"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","95"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","359"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","53"
"Janssen Vaccines & Prevention B.V","north west","Adults","83"
"Janssen Vaccines & Prevention B.V","western cape","Adults","116"
"Pfizer","eastern cape","12-17 Years","89"
"Pfizer","eastern cape","Adults","401"
"Pfizer","free state","12-17 Years","44"
"Pfizer","free state","Adults","186"
"Pfizer","gauteng","12-17 Years","196"
"Pfizer","gauteng","Adults","698"
"Pfizer","kwazulu-natal","12-17 Years","109"
"Pfizer","kwazulu-natal","Adults","526"
"Pfizer","limpopo","12-17 Years","79"
"Pfizer","limpopo","Adults","175"
"Pfizer","mpumalanga","12-17 Years","40"
"Pfizer","mpumalanga","Adults","210"
"Pfizer","northern cape","12-17 Years","26"
"Pfizer","northern cape","Adults","94"
"Pfizer","north west","12-17 Years","9"
"Pfizer","north west","Adults","97"
"Pfizer","western cape","12-17 Years","70"
"Pfizer","western cape","Adults","232"
