"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","911900"
"Janssen Vaccines & Prevention B.V","free state","Adults","484501"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1529576"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1229621"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1074456"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","815919"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213469"
"Janssen Vaccines & Prevention B.V","north west","Adults","710173"
"Janssen Vaccines & Prevention B.V","western cape","Adults","746256"
"Pfizer","eastern cape","12-17 Years","94790"
"Pfizer","eastern cape","Adults","1114063"
"Pfizer","free state","12-17 Years","77131"
"Pfizer","free state","Adults","585857"
"Pfizer","gauteng","12-17 Years","168493"
"Pfizer","gauteng","Adults","3362800"
"Pfizer","kwazulu-natal","12-17 Years","119357"
"Pfizer","kwazulu-natal","Adults","1628345"
"Pfizer","limpopo","12-17 Years","90936"
"Pfizer","limpopo","Adults","870052"
"Pfizer","mpumalanga","12-17 Years","45965"
"Pfizer","mpumalanga","Adults","465362"
"Pfizer","northern cape","12-17 Years","11323"
"Pfizer","northern cape","Adults","190896"
"Pfizer","north west","12-17 Years","52261"
"Pfizer","north west","Adults","535040"
"Pfizer","western cape","12-17 Years","52100"
"Pfizer","western cape","Adults","1852951"
