"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","863176","0","154794","1017970"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465009","0","95457","560466"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1434161","0","213666","1647827"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1164350","0","184553","1348903"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1056792","0","159214","1216006"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","817713","0","132050","949763"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208721","0","35481","244202"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","695628","0","116993","812621"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","663817","0","113312","777129"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137605","0","65388","202993"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94508","0","40023","134531"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21928","0","7152","29080"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23483","0","8966","32449"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94619","0","61527","156146"
"Pfizer","National","eastern cape","Adults","1367253","1151175","257596","2776024"
"Pfizer","National","eastern cape","12-17 Years","301751","127178","0","428929"
"Pfizer","National","free state","12-17 Years","167951","80280","0","248231"
"Pfizer","National","free state","Adults","686454","603033","145528","1435015"
"Pfizer","National","gauteng","12-17 Years","380923","168225","23","549171"
"Pfizer","National","gauteng","Adults","3955012","3427603","692320","8074935"
"Pfizer","National","kwazulu-natal","Adults","2014582","1675985","340860","4031427"
"Pfizer","National","kwazulu-natal","12-17 Years","289372","132436","12","421820"
"Pfizer","National","limpopo","Adults","1064243","892081","181444","2137768"
"Pfizer","National","limpopo","12-17 Years","291130","102072","2","393204"
"Pfizer","National","mpumalanga","12-17 Years","148125","55973","0","204098"
"Pfizer","National","mpumalanga","Adults","587552","483447","110091","1181090"
"Pfizer","National","northern cape","12-17 Years","36916","15748","0","52664"
"Pfizer","National","northern cape","Adults","230381","196544","37437","464362"
"Pfizer","National","north west","12-17 Years","148839","52379","4","201222"
"Pfizer","National","north west","Adults","632763","546203","115124","1294090"
"Pfizer","National","western cape","12-17 Years","129967","54783","3","184753"
"Pfizer","National","western cape","Adults","2138296","1877614","495825","4511735"
