"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","151","36","187"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14432","5530","19962"
"National","eastern cape","Amathole DM","Public Health","Male","12365","4538","16903"
"National","eastern cape","A Nzo DM","Public Health","Female","32672","17355","50027"
"National","eastern cape","A Nzo DM","Public Health","Male","28859","13465","42324"
"National","eastern cape","Buffalo City MM","Private Health","Female","2815","1153","3968"
"National","eastern cape","Buffalo City MM","Private Health","Male","2295","890","3185"
"National","eastern cape","Buffalo City MM","Public Health","Female","16489","9535","26024"
"National","eastern cape","Buffalo City MM","Public Health","Male","13032","6696","19728"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","155","76","231"
"National","eastern cape","C Hani DM","Public Health","Female","13777","3606","17383"
"National","eastern cape","C Hani DM","Public Health","Male","11093","2629","13722"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","652","362","1014"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","493","216","709"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7826","2713","10539"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6996","2193","9189"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4041","2034","6075"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3664","1704","5368"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15804","6506","22310"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12283","4613","16896"
"National","eastern cape","O Tambo DM","Private Health","Female","308","119","427"
"National","eastern cape","O Tambo DM","Private Health","Male","244","112","356"
"National","eastern cape","O Tambo DM","Public Health","Female","43723","17009","60732"
"National","eastern cape","O Tambo DM","Public Health","Male","36699","12698","49397"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1566","1075","2641"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1357","813","2170"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9592","5377","14969"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8056","4001","12057"
"National","free state","Fezile Dabi DM","Private Health","Female","471","340","811"
"National","free state","Fezile Dabi DM","Private Health","Male","447","282","729"
"National","free state","Fezile Dabi DM","Public Health","Female","13143","5013","18156"
"National","free state","Fezile Dabi DM","Public Health","Male","10743","3631","14374"
"National","free state","Lejweleputswa DM","Private Health","Female","3738","1442","5180"
"National","free state","Lejweleputswa DM","Private Health","Male","2993","1085","4078"
"National","free state","Lejweleputswa DM","Public Health","Female","14012","5275","19287"
"National","free state","Lejweleputswa DM","Public Health","Male","12016","3728","15744"
"National","free state","Mangaung MM","Private Health","Female","2947","1921","4868"
"National","free state","Mangaung MM","Private Health","Male","2421","1452","3873"
"National","free state","Mangaung MM","Public Health","Female","23387","13851","37238"
"National","free state","Mangaung MM","Public Health","Male","20875","11190","32065"
"National","free state","T Mofutsanyana DM","Private Health","Female","1833","1116","2949"
"National","free state","T Mofutsanyana DM","Private Health","Male","1573","907","2480"
"National","free state","T Mofutsanyana DM","Public Health","Female","26691","15409","42100"
"National","free state","T Mofutsanyana DM","Public Health","Male","22946","11629","34575"
"National","free state","Xhariep DM","Public Health","Female","4244","1195","5439"
"National","free state","Xhariep DM","Public Health","Male","3471","814","4285"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10719","6526","17245"
"National","gauteng","Ekurhuleni MM","Private Health","Male","9874","5579","15453"
"National","gauteng","Ekurhuleni MM","Public Health","Female","40598","15233","55831"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32162","11159","43321"
"National","gauteng","Johannesburg MM","Private Health","Female","25174","13616","38790"
"National","gauteng","Johannesburg MM","Private Health","Male","22998","11848","34846"
"National","gauteng","Johannesburg MM","Public Health","Female","46081","16746","62827"
"National","gauteng","Johannesburg MM","Public Health","Male","37355","13104","50459"
"National","gauteng","Sedibeng DM","Private Health","Female","1574","1003","2577"
"National","gauteng","Sedibeng DM","Private Health","Male","1411","683","2094"
"National","gauteng","Sedibeng DM","Public Health","Female","13679","5864","19543"
"National","gauteng","Sedibeng DM","Public Health","Male","10799","4518","15317"
"National","gauteng","Tshwane MM","Private Health","Female","11387","6561","17948"
"National","gauteng","Tshwane MM","Private Health","Male","10841","5948","16789"
"National","gauteng","Tshwane MM","Public Health","Female","39832","18634","58466"
"National","gauteng","Tshwane MM","Public Health","Male","30841","13120","43961"
"National","gauteng","West Rand DM","Private Health","Female","2162","1492","3654"
"National","gauteng","West Rand DM","Private Health","Male","1802","1221","3023"
"National","gauteng","West Rand DM","Public Health","Female","17400","8795","26195"
"National","gauteng","West Rand DM","Public Health","Male","14234","6575","20809"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","210","71","281"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","182","56","238"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6497","2815","9312"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4192","1743","5935"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11680","6865","18545"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","10895","6098","16993"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14413","5537","19950"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11767","4450","16217"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","351","161","512"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","341","133","474"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","12922","7742","20664"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10111","5608","15719"
"National","kwazulu-natal","iLembe DM","Private Health","Female","539","329","868"
"National","kwazulu-natal","iLembe DM","Private Health","Male","479","276","755"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8276","4117","12393"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4890","2204","7094"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","328","131","459"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","302","91","393"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12292","5017","17309"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","7990","3063","11053"
"National","kwazulu-natal","Ugu DM","Private Health","Female","890","552","1442"
"National","kwazulu-natal","Ugu DM","Private Health","Male","711","421","1132"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12308","5130","17438"
"National","kwazulu-natal","Ugu DM","Public Health","Male","7962","2770","10732"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1595","830","2425"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Male","1484","757","2241"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Female","12542","4992","17534"
"National","kwazulu-natal","uMgungundlovu DM","Public Health","Male","8751","3082","11833"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Female","21","5","26"
"National","kwazulu-natal","Umkhanyakude DM","Private Health","Male","24","6","30"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Female","20368","10281","30649"
"National","kwazulu-natal","Umkhanyakude DM","Public Health","Male","12903","5406","18309"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Female","57","18","75"
"National","kwazulu-natal","Umzinyathi DM","Private Health","Male","33","13","46"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Female","14771","6297","21068"
"National","kwazulu-natal","Umzinyathi DM","Public Health","Male","9108","3428","12536"
"National","kwazulu-natal","Uthukela DM","Private Health","Female","280","120","400"
"National","kwazulu-natal","Uthukela DM","Private Health","Male","181","75","256"
"National","kwazulu-natal","Uthukela DM","Public Health","Female","15155","6838","21993"
"National","kwazulu-natal","Uthukela DM","Public Health","Male","10239","4018","14257"
"National","kwazulu-natal","Zululand DM","Private Health","Female","59","7","66"
"National","kwazulu-natal","Zululand DM","Private Health","Male","45","4","49"
"National","kwazulu-natal","Zululand DM","Public Health","Female","23974","12783","36757"
"National","kwazulu-natal","Zululand DM","Public Health","Male","17254","8096","25350"
"National","limpopo","Capricorn DM","Private Health","Female","2570","1379","3949"
"National","limpopo","Capricorn DM","Private Health","Male","2108","1039","3147"
"National","limpopo","Capricorn DM","Public Health","Female","34625","14159","48784"
"National","limpopo","Capricorn DM","Public Health","Male","29774","10745","40519"
"National","limpopo","Mopani DM","Private Health","Female","955","471","1426"
"National","limpopo","Mopani DM","Private Health","Male","835","397","1232"
"National","limpopo","Mopani DM","Public Health","Female","36422","12592","49014"
"National","limpopo","Mopani DM","Public Health","Male","29949","9072","39021"
"National","limpopo","Sekhukhune DM","Private Health","Female","886","468","1354"
"National","limpopo","Sekhukhune DM","Private Health","Male","889","362","1251"
"National","limpopo","Sekhukhune DM","Public Health","Female","25488","9577","35065"
"National","limpopo","Sekhukhune DM","Public Health","Male","24965","8064","33029"
"National","limpopo","Vhembe DM","Private Health","Female","5828","2472","8300"
"National","limpopo","Vhembe DM","Private Health","Male","4016","1452","5468"
"National","limpopo","Vhembe DM","Public Health","Female","32283","10255","42538"
"National","limpopo","Vhembe DM","Public Health","Male","26876","7331","34207"
"National","limpopo","Waterberg DM","Private Health","Female","1234","509","1743"
"National","limpopo","Waterberg DM","Private Health","Male","1119","433","1552"
"National","limpopo","Waterberg DM","Public Health","Female","16544","6525","23069"
"National","limpopo","Waterberg DM","Public Health","Male","13764","4770","18534"
"National","mpumalanga","Ehlanzeni DM","Private Health","Female","2004","935","2939"
"National","mpumalanga","Ehlanzeni DM","Private Health","Male","1708","834","2542"
"National","mpumalanga","Ehlanzeni DM","Public Health","Female","46073","19101","65174"
"National","mpumalanga","Ehlanzeni DM","Public Health","Male","35129","12369","47498"
"National","mpumalanga","G Sibande DM","Private Health","Female","694","266","960"
"National","mpumalanga","G Sibande DM","Private Health","Male","589","246","835"
"National","mpumalanga","G Sibande DM","Public Health","Female","15389","6019","21408"
"National","mpumalanga","G Sibande DM","Public Health","Male","11858","4084","15942"
"National","mpumalanga","Nkangala DM","Private Health","Female","1048","439","1487"
"National","mpumalanga","Nkangala DM","Private Health","Male","1005","396","1401"
"National","mpumalanga","Nkangala DM","Public Health","Female","15989","6149","22138"
"National","mpumalanga","Nkangala DM","Public Health","Male","16639","5135","21774"
"National","northern cape","Frances Baard DM","Private Health","Female","1227","618","1845"
"National","northern cape","Frances Baard DM","Private Health","Male","1166","503","1669"
"National","northern cape","Frances Baard DM","Public Health","Female","6378","3103","9481"
"National","northern cape","Frances Baard DM","Public Health","Male","5147","2306","7453"
"National","northern cape","J T Gaetsewe DM","Private Health","Female","315","196","511"
"National","northern cape","J T Gaetsewe DM","Private Health","Male","271","143","414"
"National","northern cape","J T Gaetsewe DM","Public Health","Female","3293","1213","4506"
"National","northern cape","J T Gaetsewe DM","Public Health","Male","2550","897","3447"
"National","northern cape","Namakwa DM","Private Health","Female","167","98","265"
"National","northern cape","Namakwa DM","Private Health","Male","152","71","223"
"National","northern cape","Namakwa DM","Public Health","Female","1546","570","2116"
"National","northern cape","Namakwa DM","Public Health","Male","1224","431","1655"
"National","northern cape","Pixley ka Seme DM","Public Health","Female","3591","1591","5182"
"National","northern cape","Pixley ka Seme DM","Public Health","Male","2748","1142","3890"
"National","northern cape","ZF Mgcawu DM","Private Health","Female","315","109","424"
"National","northern cape","ZF Mgcawu DM","Private Health","Male","261","76","337"
"National","northern cape","ZF Mgcawu DM","Public Health","Female","3664","1578","5242"
"National","northern cape","ZF Mgcawu DM","Public Health","Male","2901","1103","4004"
"National","north west","Bojanala Platinum DM","Private Health","Female","2432","1169","3601"
"National","north west","Bojanala Platinum DM","Private Health","Male","2212","961","3173"
"National","north west","Bojanala Platinum DM","Public Health","Female","29781","12327","42108"
"National","north west","Bojanala Platinum DM","Public Health","Male","24541","9025","33566"
"National","north west","Dr K Kaunda DM","Private Health","Female","1342","658","2000"
"National","north west","Dr K Kaunda DM","Private Health","Male","1142","528","1670"
"National","north west","Dr K Kaunda DM","Public Health","Female","12571","4418","16989"
