"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","911551"
"Janssen Vaccines & Prevention B.V","free state","Adults","484292"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1528681"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1228917"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1074174"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","815333"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","213373"
"Janssen Vaccines & Prevention B.V","north west","Adults","710038"
"Janssen Vaccines & Prevention B.V","western cape","Adults","746017"
"Pfizer","eastern cape","12-17 Years","94683"
"Pfizer","eastern cape","Adults","1113500"
"Pfizer","free state","12-17 Years","76964"
"Pfizer","free state","Adults","585486"
"Pfizer","gauteng","12-17 Years","168231"
"Pfizer","gauteng","Adults","3361032"
"Pfizer","kwazulu-natal","12-17 Years","119104"
"Pfizer","kwazulu-natal","Adults","1627096"
"Pfizer","limpopo","12-17 Years","90692"
"Pfizer","limpopo","Adults","869657"
"Pfizer","mpumalanga","12-17 Years","45874"
"Pfizer","mpumalanga","Adults","464998"
"Pfizer","northern cape","12-17 Years","11265"
"Pfizer","northern cape","Adults","190727"
"Pfizer","north west","12-17 Years","52159"
"Pfizer","north west","Adults","534707"
"Pfizer","western cape","12-17 Years","52056"
"Pfizer","western cape","Adults","1852325"
