"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10604","5102","15706"
"National","eastern cape","Private Health","Male","8934","3934","12868"
"National","eastern cape","Public Health","Female","144514","50447","194961"
"National","eastern cape","Public Health","Male","118279","35200","153479"
"National","free state","Private Health","Female","9216","4506","13722"
"National","free state","Private Health","Male","7545","3436","10981"
"National","free state","Public Health","Female","84144","39512","123656"
"National","free state","Public Health","Male","71858","29510","101368"
"National","gauteng","Private Health","Female","53908","29860","83768"
"National","gauteng","Private Health","Male","49492","25556","75048"
"National","gauteng","Public Health","Female","163929","65157","229086"
"National","gauteng","Public Health","Male","129356","47658","177014"
"National","kwazulu-natal","Private Health","Female","17364","9683","27047"
"National","kwazulu-natal","Private Health","Male","15687","8216","23903"
"National","kwazulu-natal","Public Health","Female","155815","62868","218683"
"National","kwazulu-natal","Public Health","Male","106039","38337","144376"
"National","limpopo","Private Health","Female","11886","5123","17009"
"National","limpopo","Private Health","Male","9226","3568","12794"
"National","limpopo","Public Health","Female","141240","46900","188140"
"National","limpopo","Public Health","Male","122641","35101","157742"
"National","mpumalanga","Private Health","Female","4044","1705","5749"
"National","mpumalanga","Private Health","Male","3525","1487","5012"
"National","mpumalanga","Public Health","Female","75481","25147","100628"
"National","mpumalanga","Public Health","Male","62745","17535","80280"
"National","northern cape","Private Health","Female","2154","1056","3210"
"National","northern cape","Private Health","Male","1975","796","2771"
"National","northern cape","Public Health","Female","16958","5407","22365"
"National","northern cape","Public Health","Male","13281","4006","17287"
"National","north west","Private Health","Female","5279","2436","7715"
"National","north west","Private Health","Male","4761","2025","6786"
"National","north west","Public Health","Female","79295","27743","107038"
"National","north west","Public Health","Male","65624","19955","85579"
"National","western cape","Private Health","Female","23735","12539","36274"
"National","western cape","Private Health","Male","21355","10856","32211"
"National","western cape","Public Health","Female","47417","15774","63191"
"National","western cape","Public Health","Male","39450","12887","52337"
