"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0","0","3","3"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","19","0","11","30"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","74","0","11","85"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0","0","2","2"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","11","0","1","12"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","1","0","4","5"
"Janssen Vaccines & Prevention B.V","north west","Adults","19","0","150","169"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1","0","0","1"
"Pfizer","eastern cape","12-17 Years","0","1","0","1"
"Pfizer","eastern cape","Adults","0","1","1","2"
"Pfizer","gauteng","12-17 Years","9","8","0","17"
"Pfizer","gauteng","Adults","30","41","33","104"
"Pfizer","kwazulu-natal","12-17 Years","0","4","0","4"
"Pfizer","kwazulu-natal","Adults","17","28","28","73"
"Pfizer","limpopo","12-17 Years","1","0","0","1"
"Pfizer","limpopo","Adults","5","5","2","12"
"Pfizer","mpumalanga","Adults","1","1","0","2"
"Pfizer","northern cape","12-17 Years","1","0","0","1"
"Pfizer","northern cape","Adults","4","2","2","8"
"Pfizer","north west","12-17 Years","2","8","0","10"
"Pfizer","north west","Adults","5","34","65","104"
