"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","19"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","74"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","11"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","19"
"Janssen Vaccines & Prevention B.V","western cape","Adults","1"
"Pfizer","eastern cape","12-17 Years","1"
"Pfizer","eastern cape","Adults","1"
"Pfizer","gauteng","12-17 Years","8"
"Pfizer","gauteng","Adults","41"
"Pfizer","kwazulu-natal","12-17 Years","4"
"Pfizer","kwazulu-natal","Adults","28"
"Pfizer","limpopo","12-17 Years","0"
"Pfizer","limpopo","Adults","5"
"Pfizer","mpumalanga","Adults","1"
"Pfizer","northern cape","12-17 Years","0"
"Pfizer","northern cape","Adults","2"
"Pfizer","north west","12-17 Years","8"
"Pfizer","north west","Adults","34"
