"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10295","5112","15407"
"National","eastern cape","Private Health","Male","8710","3968","12678"
"National","eastern cape","Public Health","Female","148107","58167","206274"
"National","eastern cape","Public Health","Male","122217","42043","164260"
"National","free state","Private Health","Female","9146","4609","13755"
"National","free state","Private Health","Male","7543","3550","11093"
"National","free state","Public Health","Female","83501","40864","124365"
"National","free state","Public Health","Male","71449","30727","102176"
"National","gauteng","Private Health","Female","53012","30253","83265"
"National","gauteng","Private Health","Male","48702","25961","74663"
"National","gauteng","Public Health","Female","161504","65841","227345"
"National","gauteng","Public Health","Male","127756","48447","176203"
"National","kwazulu-natal","Private Health","Female","16814","9569","26383"
"National","kwazulu-natal","Private Health","Male","15281","8205","23486"
"National","kwazulu-natal","Public Health","Female","157712","71462","229174"
"National","kwazulu-natal","Public Health","Male","107471","43253","150724"
"National","limpopo","Private Health","Female","11805","5315","17120"
"National","limpopo","Private Health","Male","9187","3695","12882"
"National","limpopo","Public Health","Female","144418","50376","194794"
"National","limpopo","Public Health","Male","124660","37591","162251"
"National","mpumalanga","Private Health","Female","3928","1708","5636"
"National","mpumalanga","Private Health","Male","3433","1520","4953"
"National","mpumalanga","Public Health","Female","77132","27839","104971"
"National","mpumalanga","Public Health","Male","63547","19214","82761"
"National","northern cape","Private Health","Female","2120","1044","3164"
"National","northern cape","Private Health","Male","1940","816","2756"
"National","northern cape","Public Health","Female","18138","7190","25328"
"National","northern cape","Public Health","Male","14241","5249","19490"
"National","north west","Private Health","Female","5155","2411","7566"
"National","north west","Private Health","Male","4662","2031","6693"
"National","north west","Public Health","Female","78061","27964","106025"
"National","north west","Public Health","Male","64730","20377","85107"
"National","western cape","Private Health","Female","23169","12668","35837"
"National","western cape","Private Health","Male","20976","10965","31941"
"National","western cape","Public Health","Female","48116","16451","64567"
"National","western cape","Public Health","Male","40275","13522","53797"
