"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","919031"
"Janssen Vaccines & Prevention B.V","free state","Adults","487759"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1550901"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1248181"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1081614"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","831546"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216300"
"Janssen Vaccines & Prevention B.V","north west","Adults","714579"
"Janssen Vaccines & Prevention B.V","western cape","Adults","752424"
"Pfizer","eastern cape","12-17 Years","109290"
"Pfizer","eastern cape","Adults","1133224"
"Pfizer","free state","12-17 Years","79750"
"Pfizer","free state","Adults","596022"
"Pfizer","gauteng","12-17 Years","170502"
"Pfizer","gauteng","Adults","3400275"
"Pfizer","kwazulu-natal","12-17 Years","132489"
"Pfizer","kwazulu-natal","Adults","1658877"
"Pfizer","limpopo","12-17 Years","96977"
"Pfizer","limpopo","Adults","881697"
"Pfizer","mpumalanga","12-17 Years","50281"
"Pfizer","mpumalanga","Adults","476305"
"Pfizer","northern cape","12-17 Years","14299"
"Pfizer","northern cape","Adults","194538"
"Pfizer","north west","12-17 Years","52783"
"Pfizer","north west","Adults","540981"
"Pfizer","western cape","12-17 Years","53606"
"Pfizer","western cape","Adults","1867466"
