"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","860251","0","150645","1010896"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464254","0","93283","557537"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1421863","0","207222","1629085"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1158315","0","180174","1338489"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1050841","0","151278","1202119"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","813272","0","127560","940832"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","207458","0","34467","241925"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","692777","0","113145","805922"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","660424","0","111553","771977"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60872","0","24221","85093"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137578","0","65388","202966"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94506","0","40023","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21924","0","7151","29075"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23478","0","8965","32443"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1355182","1141102","247388","2743672"
"Pfizer","National","eastern cape","12-17 Years","294684","117549","0","412233"
"Pfizer","National","free state","12-17 Years","170143","80076","0","250219"
"Pfizer","National","free state","Adults","682043","599685","142547","1424275"
"Pfizer","National","gauteng","12-17 Years","386303","169840","18","556161"
"Pfizer","National","gauteng","Adults","3937656","3414016","681905","8033577"
"Pfizer","National","kwazulu-natal","Adults","2002901","1667658","336376","4006935"
"Pfizer","National","kwazulu-natal","12-17 Years","293717","133574","9","427300"
"Pfizer","National","limpopo","Adults","1054770","885943","176073","2116786"
"Pfizer","National","limpopo","12-17 Years","289820","99842","2","389664"
"Pfizer","National","mpumalanga","12-17 Years","148190","53514","0","201704"
"Pfizer","National","mpumalanga","Adults","581923","479474","108288","1169685"
"Pfizer","National","northern cape","12-17 Years","36498","15015","0","51513"
"Pfizer","National","northern cape","Adults","228752","195403","36600","460755"
"Pfizer","National","north west","12-17 Years","150567","52564","4","203135"
"Pfizer","National","north west","Adults","628329","543141","112522","1283992"
"Pfizer","National","western cape","12-17 Years","131806","54292","3","186101"
"Pfizer","National","western cape","Adults","2131264","1872663","491089","4495016"
