"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","831435","0","95385","926820"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","451039","0","63164","514203"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1348582","0","154970","1503552"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1100531","0","122472","1223003"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1019178","0","98150","1117328"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","766101","0","79499","845600"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","199844","0","19431","219275"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","674369","0","83688","758057"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","638615","0","87346","725961"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60853","0","24220","85073"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24386","0","12199","36585"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137259","0","65367","202626"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94473","0","40020","134493"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34178","0","17016","51194"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21885","0","7150","29035"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9463","0","4455","13918"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23462","0","8964","32426"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94513","0","61528","156041"
"Pfizer","National","eastern cape","Adults","1304342","1086409","165153","2555904"
"Pfizer","National","eastern cape","12-17 Years","244451","60964","0","305415"
"Pfizer","National","free state","12-17 Years","161625","62586","0","224211"
"Pfizer","National","free state","Adults","655433","570881","102503","1328817"
"Pfizer","National","gauteng","12-17 Years","369968","141086","6","511060"
"Pfizer","National","gauteng","Adults","3823777","3292116","549206","7665099"
"Pfizer","National","kwazulu-natal","Adults","1910572","1575290","254817","3740679"
"Pfizer","National","kwazulu-natal","12-17 Years","243776","79787","4","323567"
"Pfizer","National","limpopo","Adults","1015091","848946","125664","1989701"
"Pfizer","National","limpopo","12-17 Years","234900","66110","0","301010"
"Pfizer","National","mpumalanga","12-17 Years","128574","32306","0","160880"
"Pfizer","National","mpumalanga","Adults","551655","451205","74463","1077323"
"Pfizer","National","northern cape","12-17 Years","26155","7826","0","33981"
"Pfizer","National","northern cape","Adults","218312","185995","24942","429249"
"Pfizer","National","north west","12-17 Years","144186","41788","0","185974"
"Pfizer","National","north west","Adults","606291","522241","87170","1215702"
"Pfizer","National","western cape","12-17 Years","130083","48593","1","178677"
"Pfizer","National","western cape","Adults","2089569","1827989","408416","4325974"
