"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","918208"
"Janssen Vaccines & Prevention B.V","free state","Adults","487442"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1548337"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1246644"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1080415"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","830304"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216118"
"Janssen Vaccines & Prevention B.V","north west","Adults","714059"
"Janssen Vaccines & Prevention B.V","western cape","Adults","751496"
"Pfizer","eastern cape","12-17 Years","106929"
"Pfizer","eastern cape","Adults","1130816"
"Pfizer","free state","12-17 Years","79577"
"Pfizer","free state","Adults","594780"
"Pfizer","gauteng","12-17 Years","170486"
"Pfizer","gauteng","Adults","3395542"
"Pfizer","kwazulu-natal","12-17 Years","130863"
"Pfizer","kwazulu-natal","Adults","1655366"
"Pfizer","limpopo","12-17 Years","95818"
"Pfizer","limpopo","Adults","880069"
"Pfizer","mpumalanga","12-17 Years","49272"
"Pfizer","mpumalanga","Adults","475180"
"Pfizer","northern cape","12-17 Years","14100"
"Pfizer","northern cape","Adults","194286"
"Pfizer","north west","12-17 Years","52766"
"Pfizer","north west","Adults","540291"
"Pfizer","western cape","12-17 Years","53188"
"Pfizer","western cape","Adults","1865291"
