"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","857340","0","145652","1002992"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463047","0","90092","553139"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1410793","0","200627","1611420"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1152141","0","175224","1327365"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1046228","0","144277","1190505"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","808386","0","122853","931239"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206654","0","33716","240370"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690584","0","110003","800587"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","656883","0","108834","765717"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60868","0","24220","85088"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24395","0","12199","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137541","0","65383","202924"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94501","0","40024","134525"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21918","0","7151","29069"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1342537","1130814","237265","2710616"
"Pfizer","National","eastern cape","12-17 Years","287831","106929","0","394760"
"Pfizer","National","free state","12-17 Years","171695","79577","0","251272"
"Pfizer","National","free state","Adults","676165","594780","137601","1408546"
"Pfizer","National","gauteng","12-17 Years","392099","170486","15","562600"
"Pfizer","National","gauteng","Adults","3916805","3395527","668438","7980770"
"Pfizer","National","kwazulu-natal","Adults","1987917","1655361","328984","3972262"
"Pfizer","National","kwazulu-natal","12-17 Years","297260","130863","9","428132"
"Pfizer","National","limpopo","Adults","1045430","880069","172128","2097627"
"Pfizer","National","limpopo","12-17 Years","289290","95818","2","385110"
"Pfizer","National","mpumalanga","12-17 Years","147793","49272","0","197065"
"Pfizer","National","mpumalanga","Adults","575832","475179","106357","1157368"
"Pfizer","National","northern cape","12-17 Years","36307","14100","0","50407"
"Pfizer","National","northern cape","Adults","227161","194286","35949","457396"
"Pfizer","National","north west","12-17 Years","153150","52766","4","205920"
"Pfizer","National","north west","Adults","623984","540289","110465","1274738"
"Pfizer","National","western cape","12-17 Years","131835","53188","2","185025"
"Pfizer","National","western cape","Adults","2123092","1865279","483683","4472054"
