"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10333","5065","15398"
"National","eastern cape","Private Health","Male","8735","3948","12683"
"National","eastern cape","Public Health","Female","147360","56963","204323"
"National","eastern cape","Public Health","Male","121403","40953","162356"
"National","free state","Private Health","Female","9152","4610","13762"
"National","free state","Private Health","Male","7546","3557","11103"
"National","free state","Public Health","Female","83534","40745","124279"
"National","free state","Public Health","Male","71463","30665","102128"
"National","gauteng","Private Health","Female","53188","30283","83471"
"National","gauteng","Private Health","Male","48862","25998","74860"
"National","gauteng","Public Health","Female","161973","65804","227777"
"National","gauteng","Public Health","Male","128076","48401","176477"
"National","kwazulu-natal","Private Health","Female","16915","9600","26515"
"National","kwazulu-natal","Private Health","Male","15363","8234","23597"
"National","kwazulu-natal","Public Health","Female","157568","70387","227955"
"National","kwazulu-natal","Public Health","Male","107414","42642","150056"
"National","limpopo","Private Health","Female","11800","5185","16985"
"National","limpopo","Private Health","Male","9190","3633","12823"
"National","limpopo","Public Health","Female","143952","49801","193753"
"National","limpopo","Public Health","Male","124348","37199","161547"
"National","mpumalanga","Private Health","Female","3954","1711","5665"
"National","mpumalanga","Private Health","Male","3445","1525","4970"
"National","mpumalanga","Public Health","Female","76944","27248","104192"
"National","mpumalanga","Public Health","Male","63450","18788","82238"
"National","northern cape","Private Health","Female","2127","1049","3176"
"National","northern cape","Private Health","Male","1943","812","2755"
"National","northern cape","Public Health","Female","18059","7066","25125"
"National","northern cape","Public Health","Male","14178","5173","19351"
"National","north west","Private Health","Female","5176","2410","7586"
"National","north west","Private Health","Male","4687","2038","6725"
"National","north west","Public Health","Female","78326","27961","106287"
"National","north west","Public Health","Male","64961","20357","85318"
"National","western cape","Private Health","Female","23279","12674","35953"
"National","western cape","Private Health","Male","21046","10967","32013"
"National","western cape","Public Health","Female","47658","16229","63887"
"National","western cape","Public Health","Male","39852","13318","53170"
