"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","122","0","267","389"
"Janssen Vaccines & Prevention B.V","free state","Adults","47","0","122","169"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","379","0","201","580"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","304","0","180","484"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","172","0","202","374"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","252","0","305","557"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","13","0","16","29"
"Janssen Vaccines & Prevention B.V","north west","Adults","67","0","69","136"
"Janssen Vaccines & Prevention B.V","western cape","Adults","66","0","70","136"
"Pfizer","eastern cape","12-17 Years","464","659","0","1123"
"Pfizer","eastern cape","Adults","168","282","386","836"
"Pfizer","free state","12-17 Years","52","26","0","78"
"Pfizer","free state","Adults","80","158","186","424"
"Pfizer","gauteng","12-17 Years","63","65","0","128"
"Pfizer","gauteng","Adults","421","425","490","1336"
"Pfizer","kwazulu-natal","12-17 Years","233","314","0","547"
"Pfizer","kwazulu-natal","Adults","292","325","221","838"
"Pfizer","limpopo","12-17 Years","487","210","0","697"
"Pfizer","limpopo","Adults","93","141","133","367"
"Pfizer","mpumalanga","12-17 Years","120","135","0","255"
"Pfizer","mpumalanga","Adults","134","156","237","527"
"Pfizer","northern cape","12-17 Years","4","3","0","7"
"Pfizer","northern cape","Adults","4","5","6","15"
"Pfizer","north west","12-17 Years","6","20","0","26"
"Pfizer","north west","Adults","42","42","75","159"
"Pfizer","western cape","12-17 Years","131","55","0","186"
"Pfizer","western cape","Adults","125","163","228","516"
