"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10673","4871","15544"
"National","eastern cape","Private Health","Male","8900","3720","12620"
"National","eastern cape","Public Health","Female","129425","34903","164328"
"National","eastern cape","Public Health","Male","104163","23247","127410"
"National","free state","Private Health","Female","8914","3955","12869"
"National","free state","Private Health","Male","7291","3019","10310"
"National","free state","Public Health","Female","79569","33490","113059"
"National","free state","Public Health","Male","67715","24480","92195"
"National","gauteng","Private Health","Female","54182","28762","82944"
"National","gauteng","Private Health","Male","49251","24390","73641"
"National","gauteng","Public Health","Female","151412","54065","205477"
"National","gauteng","Public Health","Male","119399","39318","158717"
"National","kwazulu-natal","Private Health","Female","17474","9403","26877"
"National","kwazulu-natal","Private Health","Male","15749","7922","23671"
"National","kwazulu-natal","Public Health","Female","129142","43162","172304"
"National","kwazulu-natal","Public Health","Male","87574","25962","113536"
"National","limpopo","Private Health","Female","11064","4529","15593"
"National","limpopo","Private Health","Male","8614","3244","11858"
"National","limpopo","Public Health","Female","120823","35218","156041"
"National","limpopo","Public Health","Male","101506","26258","127764"
"National","mpumalanga","Private Health","Female","4019","1609","5628"
"National","mpumalanga","Private Health","Male","3524","1388","4912"
"National","mpumalanga","Public Health","Female","67552","18295","85847"
"National","mpumalanga","Public Health","Male","56472","13161","69633"
"National","northern cape","Private Health","Female","2138","997","3135"
"National","northern cape","Private Health","Male","1947","737","2684"
"National","northern cape","Public Health","Female","13073","3647","16720"
"National","northern cape","Public Health","Male","10383","2727","13110"
"National","north west","Private Health","Female","5259","2337","7596"
"National","north west","Private Health","Male","4735","1947","6682"
"National","north west","Public Health","Female","74933","22975","97908"
"National","north west","Public Health","Male","61707","16341","78048"
"National","western cape","Private Health","Female","23709","11774","35483"
"National","western cape","Private Health","Male","21161","10033","31194"
"National","western cape","Public Health","Female","46716","14922","61638"
"National","western cape","Public Health","Male","38746","12155","50901"
