"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","59","0","95","154"
"Janssen Vaccines & Prevention B.V","free state","Adults","16","0","59","75"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","278","0","138","416"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","103","0","60","163"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","117","0","210","327"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","89","0","79","168"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","11","0","13","24"
"Janssen Vaccines & Prevention B.V","north west","Adults","36","0","63","99"
"Janssen Vaccines & Prevention B.V","western cape","Adults","56","0","30","86"
"Pfizer","eastern cape","12-17 Years","26","16","0","42"
"Pfizer","eastern cape","Adults","177","198","262","637"
"Pfizer","free state","12-17 Years","9","13","0","22"
"Pfizer","free state","Adults","43","40","90","173"
"Pfizer","gauteng","12-17 Years","29","30","0","59"
"Pfizer","gauteng","Adults","223","199","188","610"
"Pfizer","kwazulu-natal","12-17 Years","16","13","0","29"
"Pfizer","kwazulu-natal","Adults","117","142","123","382"
"Pfizer","limpopo","12-17 Years","41","26","0","67"
"Pfizer","limpopo","Adults","119","145","154","418"
"Pfizer","mpumalanga","12-17 Years","23","16","0","39"
"Pfizer","mpumalanga","Adults","46","73","18","137"
"Pfizer","northern cape","12-17 Years","4","1","0","5"
"Pfizer","northern cape","Adults","30","23","22","75"
"Pfizer","north west","12-17 Years","11","7","0","18"
"Pfizer","north west","Adults","30","37","53","120"
"Pfizer","western cape","12-17 Years","11","6","0","17"
"Pfizer","western cape","Adults","69","51","98","218"
