"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","59"
"Janssen Vaccines & Prevention B.V","free state","Adults","16"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","278"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","103"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","117"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","89"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","11"
"Janssen Vaccines & Prevention B.V","north west","Adults","36"
"Janssen Vaccines & Prevention B.V","western cape","Adults","56"
"Pfizer","eastern cape","12-17 Years","16"
"Pfizer","eastern cape","Adults","198"
"Pfizer","free state","12-17 Years","13"
"Pfizer","free state","Adults","40"
"Pfizer","gauteng","12-17 Years","30"
"Pfizer","gauteng","Adults","199"
"Pfizer","kwazulu-natal","12-17 Years","13"
"Pfizer","kwazulu-natal","Adults","142"
"Pfizer","limpopo","12-17 Years","26"
"Pfizer","limpopo","Adults","145"
"Pfizer","mpumalanga","12-17 Years","16"
"Pfizer","mpumalanga","Adults","73"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","northern cape","Adults","23"
"Pfizer","north west","12-17 Years","7"
"Pfizer","north west","Adults","37"
"Pfizer","western cape","12-17 Years","6"
"Pfizer","western cape","Adults","51"
